"","Em_innitials","Endosperm","SC_endothelium","SC_epidermis","SC_hillum_parenchyma","SC_hillum_vasculature","SC_inner_integument","SC_parenchyma","SC_phloem"
"Legume.fam3.06524_Glyma.06G265800",0,0,0,0,0,0,0,0,0
"Legume.fam3.06524_Glyma.12G136900",0,0,0,0,0,0,0,0,0
"Legume.fam3.06524_Glyma.12G215700",0,0,0,0,0,1,0,0,0
"Legume.fam3.06524_Glyma.13G285800",1,0,0,0,0,0,0,0,0
"Legume.fam3.06565_Glyma.01G208300",0,0,0,1,0,0,0,0,0
"Legume.fam3.06565_Glyma.11G033900",0,0,0,1,1,1,0,0,0
"Legume.fam3.06565_Glyma.17G142700",0,0,1,1,0,0,0,0,0
"Legume.fam3.06565_Glyma.05G060400",0,0,0,1,0,0,0,0,0
"Legume.fam3.06625_Glyma.06G174900",0,0,0,0,0,0,0,0,0
"Legume.fam3.06625_Glyma.04G190500",0,0,0,0,0,0,0,0,0
"Legume.fam3.06625_Glyma.17G126100",0,0,0,0,0,0,1,0,0
"Legume.fam3.06625_Glyma.05G043600",0,0,0,0,0,0,0,0,0
"Legume.fam3.06665_Glyma.17G121700",0,1,0,0,0,0,0,0,0
"Legume.fam3.06665_Glyma.05G013500",0,0,0,0,0,0,0,0,0
"Legume.fam3.06665_Glyma.04G146000",0,0,0,0,0,0,0,0,0
"Legume.fam3.06665_Glyma.06G210400",0,0,0,0,0,0,0,0,0
"Legume.fam3.07023_Glyma.08G257500",0,0,1,0,0,0,0,0,0
"Legume.fam3.07023_Glyma.18G281800",0,0,0,0,0,0,0,0,0
"Legume.fam3.07023_Glyma.20G249900",0,0,0,0,0,0,0,0,0
"Legume.fam3.07023_Glyma.10G298700",0,0,0,0,0,0,0,0,0
"Legume.fam3.07054_Glyma.12G224500",0,0,0,0,0,0,0,0,0
"Legume.fam3.07054_Glyma.13G276800",0,0,0,0,0,0,1,0,0
"Legume.fam3.07054_Glyma.06G242600",0,0,0,0,0,0,0,0,0
"Legume.fam3.07054_Glyma.12G155400",0,0,0,0,0,0,0,0,0
"Legume.fam3.07154_Glyma.17G119400",0,0,0,0,0,0,0,1,0
"Legume.fam3.07154_Glyma.05G011300",0,0,0,0,0,0,0,1,0
"Legume.fam3.07154_Glyma.06G213300",0,1,0,0,1,0,0,0,0
"Legume.fam3.07154_Glyma.04G150900",0,0,0,0,0,0,0,1,0
"Legume.fam3.07381_Glyma.14G217200",0,0,1,0,0,0,0,0,0
"Legume.fam3.07381_Glyma.17G255800",0,0,1,0,0,0,0,0,0
"Legume.fam3.07381_Glyma.04G026200",0,0,0,0,0,0,0,0,0
"Legume.fam3.07381_Glyma.06G026000",0,0,0,0,0,0,0,0,0
"Legume.fam3.08969_Glyma.13G026600",0,1,0,0,0,0,0,0,1
"Legume.fam3.08969_Glyma.20G056900",0,1,0,0,0,0,0,0,1
"Legume.fam3.08969_Glyma.14G047700",0,0,0,1,0,0,0,0,0
"Legume.fam3.08969_Glyma.02G269300",0,0,0,0,0,0,0,0,0
"Legume.fam3.09289_Glyma.05G155000",0,0,0,0,0,0,0,0,0
"Legume.fam3.09289_Glyma.08G112900",0,0,0,0,0,0,0,0,0
"Legume.fam3.09289_Glyma.15G125700",0,0,0,0,0,0,0,0,0
"Legume.fam3.09289_Glyma.09G019400",0,0,1,0,0,0,0,0,0
"Legume.fam3.13569_Glyma.07G028500",1,0,0,0,0,0,0,0,0
"Legume.fam3.13569_Glyma.08G214300",1,0,0,0,0,0,0,0,0
"Legume.fam3.13569_Glyma.17G108500",0,0,0,0,0,0,0,0,0
"Legume.fam3.13569_Glyma.13G162800",0,1,0,0,0,0,0,0,0
