RNA_hp1:Dividing_cell	RNA_hp1:Endodermis	RNA_hp1:Epidermis	RNA_hp1:Inner_cortex	RNA_hp1:Outer_cortex	RNA_hp1:Pericycle	RNA_hp1:Phloem	RNA_hp1:Pith	RNA_hp1:Procambium	RNA_hp1:Trichome	RNA_hp1:Unknown	RNA_hp1:Vascular_parenchyma	RNA_hp1:Xylem	RNA_hp2:Dividing_cell	RNA_hp2:Endodermis	RNA_hp2:Epidermis	RNA_hp2:Inner_cortex	RNA_hp2:Outer_cortex	RNA_hp2:Pericycle	RNA_hp2:Phloem	RNA_hp2:Pith	RNA_hp2:Procambium	RNA_hp2:Trichome	RNA_hp2:Unknown	RNA_hp2:Vascular_parenchyma	RNA_hp2:Xylem
Glyma.01G208100	14	6	13	10	25	8	9	26	35	12	11	26	6	11	4	17	9	48	12	12	33	29	14	8	26	5
Glyma.01G208200	77	54	51	149	579	37	77	299	255	93	37	352	14	137	107	118	196	936	55	61	463	303	107	28	518	36
Glyma.01G208400	18	7	16	9	46	8	8	36	40	15	6	32	4	26	10	23	21	60	7	14	53	51	17	4	44	4
Glyma.01G208600	70	67	84	82	365	73	82	289	170	176	28	287	20	70	75	124	80	401	57	94	269	160	185	38	313	42
Glyma.01G208700	5	2	0	3	3	4	9	5	19	1	0	6	1	12	0	4	2	14	2	19	4	21	5	1	11	1
Glyma.01G209200	38	46	54	42	193	33	38	141	139	103	19	148	31	42	42	69	59	297	21	52	128	145	91	38	178	33
Glyma.01G209300	16	12	15	7	87	10	16	56	43	21	1	41	13	20	22	24	17	101	7	21	57	46	25	5	52	14
Glyma.01G209400	36	13	27	27	91	20	39	58	80	41	18	68	9	50	15	30	25	129	25	31	69	61	29	16	74	15
Glyma.01G209500	46	7	1	0	1	0	0	1	3	0	0	3	3	112	1	0	6	11	1	1	1	2	2	1	5	0
Glyma.01G209800	15	9	9	9	45	13	15	23	46	37	0	38	2	44	14	19	11	49	17	11	38	61	37	7	47	2
Glyma.01G210200	3	7	5	4	23	2	5	24	13	6	2	6	0	10	1	5	5	37	2	8	14	5	11	0	8	1
Glyma.01G210600	28	17	85	54	169	10	28	128	104	21	14	98	56	34	37	83	54	205	20	43	161	199	35	13	135	69
Glyma.01G210800	2	0	3	1	20	0	2	33	11	21	1	5	0	1	1	1	2	20	0	2	25	3	10	0	5	2
Glyma.01G211000	5	0	2	0	10	0	0	0	4	35	1	5	0	5	0	1	4	8	0	0	3	3	36	0	1	0
Glyma.01G211200	29	22	11	36	90	21	40	96	70	29	8	82	7	26	23	33	36	89	25	45	62	73	38	10	84	9
Glyma.01G211700	16	13	15	15	92	9	22	42	58	32	10	41	6	16	9	24	22	98	8	20	58	48	30	8	41	10
Glyma.01G211900	6	3	21	12	21	10	8	45	39	8	2	55	1	9	5	59	8	39	5	7	61	43	13	2	58	6
Glyma.01G212000	6	4	7	7	59	2	4	39	29	70	4	29	10	10	5	9	9	65	6	13	45	35	41	8	26	5
Glyma.01G212100	0	1	0	2	5	0	1	5	0	42	1	3	2	1	2	7	3	1	0	3	14	1	31	1	6	0
Glyma.01G212200	25	67	43	126	219	49	91	251	126	178	14	165	31	35	77	67	150	229	41	82	238	140	164	16	194	33
Glyma.01G212400	3	0	1	2	9	0	3	8	11	2	6	6	1	1	2	1	0	5	0	3	9	6	0	5	4	4
Glyma.01G212800	16	67	39	61	313	41	27	178	74	231	15	147	15	21	92	74	82	379	69	31	287	134	211	23	240	26
Glyma.01G212900	1	2	3	3	12	0	1	8	6	8	1	10	0	3	5	5	5	19	1	6	9	10	8	3	3	1
Glyma.01G213200	62	15	13	16	83	15	19	51	120	50	5	79	33	73	16	27	17	81	16	20	64	142	36	11	80	43
Glyma.01G213300	0	0	2	1	8	3	2	9	15	6	1	7	0	3	0	0	4	12	1	2	4	20	2	0	7	0
Glyma.01G213400	9	0	3	4	15	0	3	6	9	7	2	7	0	10	5	5	5	19	0	7	6	16	6	1	6	5
Glyma.01G213600	8	2	1	5	7	2	4	12	16	2	2	7	1	5	2	7	4	10	1	2	5	11	7	2	7	0
Glyma.01G214100	25	10	21	26	161	16	19	112	73	57	8	89	7	34	14	30	34	190	17	28	125	92	48	8	116	9
Glyma.01G214200	2	3	3	3	61	0	3	10	3	3	4	11	1	5	2	13	2	94	1	3	3	7	4	5	12	0
Glyma.01G214300	0	0	0	4	37	0	2	28	2	2	1	23	0	1	0	1	12	27	0	1	22	2	5	0	24	0
Glyma.01G214600	5	4	4	4	31	7	20	52	26	18	9	33	20	9	3	3	8	38	7	18	59	27	16	6	46	25
Glyma.01G214700	6	5	6	10	42	3	18	36	13	18	3	12	7	11	4	9	8	64	5	18	40	24	17	3	21	9
Glyma.01G214800	2	1	11	1	13	4	4	23	17	3	3	19	91	6	6	8	2	21	2	4	8	23	11	4	7	120
Glyma.01G215100	15	12	111	23	198	8	10	76	37	355	8	76	1	23	18	232	22	260	20	9	107	51	384	5	90	3
Glyma.01G215400	12	8	10	19	62	4	8	66	49	18	2	34	28	26	8	20	21	81	14	19	67	70	13	7	55	24
Glyma.01G215500	111	63	45	54	133	13	30	110	106	36	17	212	9	115	48	59	55	189	20	34	191	143	26	30	337	8
Glyma.01G215700	8	2	0	7	17	0	4	12	15	3	0	15	1	14	0	3	11	13	1	8	17	21	1	2	31	0
Glyma.01G215800	7	8	9	15	55	3	5	31	29	18	3	18	2	11	9	15	12	55	7	5	35	22	15	3	20	5
Glyma.01G216000	15	26	38	29	118	14	32	83	94	50	17	97	14	33	20	59	54	198	23	48	88	102	58	35	171	14
Glyma.01G216400	6	0	0	2	9	1	4	9	8	1	4	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma.01G216500	9	9	8	5	35	1	7	20	35	13	2	22	6	11	7	8	11	39	4	5	26	22	11	6	18	8
Glyma.01G216550	1	1	4	2	8	1	1	11	8	3	0	10	3	5	5	2	1	13	1	4	7	6	5	1	8	1
Glyma.01G217100	21	14	6	9	53	13	23	78	38	37	11	73	2	24	24	9	11	60	12	31	86	49	27	13	61	1
Glyma.01G217200	7	3	4	22	16	6	11	28	18	1	0	44	3	5	14	11	19	24	4	29	61	18	3	4	68	0
Glyma.01G217300	5	4	5	6	32	2	3	32	11	16	3	23	3	3	14	11	8	42	4	8	39	16	21	7	18	4
Glyma.01G217400	5	1	6	4	14	3	4	19	9	8	1	11	5	5	2	6	3	13	1	3	21	13	13	3	12	1
Glyma.01G217500	3	2	3	5	20	1	1	11	12	6	2	11	3	2	1	2	4	25	3	3	23	13	3	5	14	0
Glyma.01G217900	15	26	13	20	164	24	28	112	47	95	14	66	9	17	34	27	38	161	26	38	137	48	102	9	93	15
Glyma.01G218100	15	2	4	2	17	0	5	13	23	1	3	8	32	12	0	3	4	22	2	1	33	24	3	0	20	55
Glyma.01G218300	8	4	4	5	32	6	7	31	23	23	3	29	4	5	10	6	2	49	6	7	39	25	16	2	32	5
Glyma.01G218400	22	21	18	79	234	21	13	125	150	111	7	141	13	36	18	19	61	257	22	20	102	149	125	9	137	17
Glyma.01G218600	10	1	10	3	70	5	3	25	17	11	2	7	0	18	0	8	2	141	4	9	22	11	18	3	19	1
Glyma.01G218800	17	5	10	5	40	9	12	90	135	9	4	57	30	28	14	11	24	38	8	15	140	177	12	10	121	36
Glyma.01G219600	12	4	1	5	12	8	8	10	10	9	1	20	2	24	2	4	3	14	6	11	14	19	10	2	21	4
Glyma.01G219700	9	3	1	4	13	0	3	12	12	8	2	9	4	9	3	1	4	17	3	7	11	15	11	2	9	3
Glyma.01G219800	43	35	40	46	188	40	35	152	96	65	8	103	19	60	34	55	44	180	38	43	139	145	78	16	142	16
Glyma.01G220000	4	2	1	5	13	2	3	6	12	6	1	8	1	4	3	3	2	10	4	10	9	6	8	3	5	6
Glyma.01G220200	11	9	15	8	68	4	18	47	48	37	7	34	17	17	10	14	17	82	9	21	56	55	33	10	51	14
Glyma.01G220300	5	2	1	5	16	3	4	12	24	2	2	21	1	5	2	2	3	18	5	4	15	20	5	0	28	3
Glyma.01G220400	45	48	26	36	186	24	45	144	91	93	12	101	20	39	49	36	42	185	22	42	154	117	103	25	123	16
Glyma.01G220600	79	12	28	64	123	18	55	69	190	30	87	154	12	104	22	51	95	148	8	80	83	356	31	200	281	31
Glyma.01G220700	15	5	1	20	40	6	14	29	38	36	1	38	1	28	5	11	22	40	2	12	41	54	39	3	54	0
Glyma.01G221300	7	2	8	6	68	6	1	12	9	9	4	12	0	18	5	22	16	101	4	13	15	6	12	4	7	3
Glyma.01G221900	8	3	15	7	67	7	17	41	42	25	5	46	10	12	4	16	13	46	8	11	31	58	25	12	59	14
Glyma.01G222000	4	3	1	1	6	1	2	5	5	12	2	4	0	3	2	5	4	7	4	6	8	10	17	2	14	1
Glyma.01G222100	32	4	19	15	74	16	23	45	65	29	10	56	7	67	23	17	26	104	17	37	58	66	15	11	60	6
Glyma.01G222400	64	74	70	156	529	86	104	388	256	124	29	365	29	85	63	78	153	569	110	130	418	322	164	60	412	37
Glyma.01G222500	15	6	5	17	50	10	9	39	52	26	9	35	2	18	12	16	15	76	11	16	33	57	33	7	60	3
Glyma.01G222700	4	17	0	5	1	20	2	8	1	4	1	2	0	2	26	2	2	7	17	0	13	2	7	10	7	1
Glyma.01G223100	2	5	5	10	13	1	4	14	8	12	3	11	1	3	10	7	10	17	1	1	22	5	16	3	23	1
Glyma.01G223200	14	13	11	17	62	5	16	49	42	41	4	31	8	15	10	19	19	92	6	21	70	48	47	6	48	7
Glyma.01G223400	2	2	7	1	3	2	3	8	12	5	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma.01G223500	5	2	2	3	25	5	7	16	7	5	1	8	1	10	1	3	3	31	1	3	24	9	7	2	12	4
Glyma.01G223600	2	11	9	13	60	8	5	40	14	51	3	18	2	6	18	11	13	55	2	3	50	13	38	1	19	1
Glyma.01G223700	12	10	4	12	26	2	7	34	46	5	3	33	2	15	6	3	7	18	4	3	24	44	2	5	13	1
Glyma.01G223851	7	98	10	105	67	71	8	98	31	28	3	75	1	8	122	14	62	66	44	9	91	28	26	1	78	4
Glyma.01G223900	17	154	13	119	73	82	15	117	45	23	5	84	2	18	151	18	101	87	57	6	120	58	26	4	91	12
Glyma.01G224000	6	26	0	5	5	10	0	10	16	7	1	14	6	8	20	2	8	7	6	3	7	13	2	6	20	9
Glyma.01G224200	24	14	18	26	111	16	27	94	52	24	14	65	11	13	20	29	26	126	13	30	96	58	33	12	80	8
Glyma.01G224300	16	6	13	16	59	8	13	51	52	27	2	46	4	27	21	21	23	74	11	22	56	43	25	10	38	9
Glyma.01G224800	4	4	27	5	40	1	4	33	7	106	0	10	2	6	3	30	12	70	5	7	20	12	105	1	11	3
Glyma.01G225100	0	0	10	1	10	0	0	5	2	50	0	2	0	0	0	6	0	13	1	1	5	2	52	0	1	0
Glyma.01G225200	25	121	79	36	135	29	50	99	76	243	11	99	14	41	125	129	34	157	24	52	102	90	194	11	107	29
Glyma.01G225300	26	29	65	52	220	20	42	157	112	129	12	137	12	33	46	109	62	246	24	65	205	128	87	38	219	11
Glyma.01G225400	5	4	9	8	30	3	8	22	23	22	3	21	7	6	4	15	10	47	5	13	24	25	22	7	21	7
Glyma.01G225700	14	11	10	13	44	21	33	42	60	25	5	48	14	21	10	20	23	64	15	52	51	63	29	11	61	14
Glyma.01G225800	32	73	52	85	352	72	74	288	88	278	15	246	10	26	75	58	72	354	90	91	262	108	273	15	249	17
Glyma.01G225900	49	9	8	9	33	7	7	25	11	64	4	22	4	94	7	8	6	44	9	13	19	8	81	5	26	2
Glyma.01G226000	9	10	21	2	43	1	5	17	38	16	7	28	5	11	7	33	8	36	9	4	39	47	13	4	41	18
Glyma.01G226200	26	0	2	0	5	0	0	3	1	4	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma.01G226502	1	2	0	4	26	1	1	13	16	3	2	8	1	6	1	2	6	28	0	3	17	21	8	9	12	4
Glyma.01G226700	27	4	17	22	112	8	17	65	58	11	6	57	4	24	3	24	15	91	10	22	51	80	15	8	73	8
Glyma.01G226800	14	1	8	3	13	3	5	12	14	4	4	10	3	9	3	4	2	29	3	7	15	13	6	4	15	4
Glyma.01G226900	13	5	6	17	37	1	7	47	18	15	3	35	1	21	7	9	15	63	5	7	59	21	16	3	37	0
Glyma.01G227000	19	12	16	27	99	11	22	79	41	47	6	70	9	21	17	33	26	139	15	23	74	60	45	21	79	17
Glyma.01G227100	7	1	1	0	4	1	1	2	21	1	1	15	1	9	0	1	1	4	0	2	4	27	0	5	14	1
Glyma.01G227200	10	2	2	4	17	1	6	19	20	2	1	21	2	7	2	4	5	27	3	6	14	24	5	4	24	1
Glyma.01G227300	10	7	3	11	39	6	8	16	28	21	6	26	4	30	12	9	14	62	8	7	47	32	29	9	39	4
Glyma.01G227400	3	1	4	1	11	1	1	7	7	5	1	6	2	7	0	3	3	15	5	6	4	9	5	4	5	3
Glyma.01G227500	6	1	2	3	25	8	50	17	14	0	3	30	3	2	4	4	7	11	10	58	15	13	5	5	23	1
Glyma.01G227700	3	1	1	1	7	0	5	2	6	3	0	7	0	7	3	1	2	5	1	1	5	13	3	1	7	2
Glyma.01G228100	7	16	3	16	68	13	10	44	34	26	3	43	5	24	17	16	14	89	9	13	66	50	41	4	55	8
Glyma.01G228200	16	5	8	9	36	16	6	29	25	25	1	26	4	18	12	8	8	35	15	9	26	25	18	1	32	2
Glyma.01G228300	4	3	3	4	21	3	5	10	11	5	2	20	0	6	7	7	4	19	7	7	12	26	11	2	10	0
Glyma.01G228400	2	6	7	6	21	3	5	15	12	5	1	20	8	5	1	6	2	17	6	8	25	11	14	6	19	4
Glyma.01G228500	5	8	8	7	33	4	6	17	15	15	2	14	1	4	8	7	4	56	5	14	28	29	23	4	36	8
Glyma.01G228700	65	179	44	31	194	80	38	113	60	1147	11	107	16	126	132	59	27	237	69	40	140	64	1673	20	109	18
Glyma.01G228800	6	6	5	4	13	4	2	14	11	22	2	19	2	5	8	8	2	37	3	4	18	10	26	2	15	1
Glyma.01G228900	14	16	8	21	36	8	18	23	33	22	5	20	2	21	10	9	8	42	7	18	40	27	22	6	24	2
Glyma.01G229000	14	26	19	9	71	32	20	70	65	66	5	41	7	13	34	28	15	97	32	19	62	79	75	12	57	10
Glyma.01G229200	5	7	10	36	162	10	17	62	64	15	13	169	17	9	6	20	69	177	24	13	83	58	13	34	144	19
Glyma.01G229400	50	24	47	36	162	20	46	110	100	50	11	97	9	56	34	54	46	173	24	61	144	110	60	27	121	15
Glyma.01G229500	19	15	25	19	81	16	20	50	48	39	6	56	8	24	17	33	19	85	13	21	57	37	55	4	78	7
Glyma.01G229600	146	1	4	9	18	6	9	34	43	6	4	33	11	271	2	2	15	19	5	3	36	44	10	2	48	8
Glyma.01G229700	59	22	25	23	109	20	35	95	97	40	5	109	8	75	22	32	24	120	19	49	91	109	44	9	104	19
Glyma.01G229800	1	4	6	6	32	3	0	4	9	6	2	9	0	6	2	10	4	24	7	3	13	7	6	3	10	0
Glyma.01G230200	59	30	100	115	468	69	35	450	328	118	67	305	79	43	67	125	172	651	67	69	648	397	137	100	528	87
Glyma.01G230300	4	3	10	7	24	3	2	14	16	11	1	13	1	6	5	6	8	32	2	6	18	15	10	1	20	2
Glyma.01G230400	5	5	4	12	46	14	7	56	32	23	3	31	7	7	10	13	10	58	15	9	63	27	14	4	46	7
Glyma.01G230600	2	3	2	7	33	1	2	9	6	4	1	8	0	6	1	6	6	31	4	1	7	7	4	0	8	4
Glyma.01G230700	19	9	6	11	47	5	15	40	49	18	7	35	3	34	16	14	26	67	16	25	61	57	13	6	33	10
Glyma.01G230900	5	7	7	0	14	4	9	11	9	75	4	6	3	3	1	7	2	12	4	14	9	8	42	1	7	1
Glyma.01G231000	7	11	7	27	122	9	14	64	40	66	11	44	7	9	11	11	44	179	11	12	48	45	61	16	64	6
Glyma.01G231400	54	5	6	30	82	8	22	79	74	33	1	57	5	94	15	12	32	98	17	18	101	106	46	7	79	8
Glyma.01G231500	6	3	3	3	16	2	3	8	3	16	1	5	2	5	1	5	2	21	3	1	15	4	20	3	7	0
Glyma.01G231600	6	4	10	0	28	2	9	18	17	24	3	16	0	9	7	14	8	25	2	5	29	31	21	5	37	2
Glyma.01G231700	28	19	37	56	166	21	42	84	58	48	12	135	17	35	37	40	76	172	20	52	117	86	59	9	193	19
Glyma.01G231900	4	4	2	6	19	3	2	18	12	6	4	25	0	2	6	13	10	29	2	7	25	12	6	5	26	0
Glyma.01G232100	6	2	6	6	20	4	1	14	17	7	0	14	5	3	1	14	3	35	4	14	33	8	17	3	23	0
Glyma.01G232300	3	2	6	6	27	3	2	24	16	13	2	22	3	9	2	10	6	53	5	5	16	32	11	3	19	3
Glyma.01G232400	9	11	8	5	8	6	6	23	8	116	2	12	9	10	12	14	3	12	5	6	23	2	117	6	9	7
Glyma.01G232500	28	15	34	32	184	16	31	131	68	127	11	100	8	22	21	43	40	195	18	20	138	75	127	47	130	11
Glyma.01G232600	11	20	20	30	109	12	26	95	65	62	14	83	20	31	17	32	21	126	19	46	93	74	79	15	89	32
Glyma.01G232951	2	2	4	3	16	0	2	5	4	8	0	9	1	2	1	4	2	13	1	3	8	2	8	1	3	2
Glyma.01G233000	4	9	6	9	57	12	10	43	25	25	0	37	1	16	13	7	11	66	12	8	40	25	32	2	48	1
Glyma.01G233200	7	9	1	6	9	2	3	18	14	17	1	12	6	5	7	9	3	26	2	9	19	31	7	4	15	1
Glyma.01G233300	23	27	13	22	130	26	20	104	43	59	3	62	15	26	28	25	26	120	23	23	89	65	61	6	76	10
Glyma.01G233500	14	4	10	11	50	1	11	34	48	11	10	31	10	23	2	18	11	60	7	17	46	45	17	3	53	9
Glyma.01G233600	53	10	48	58	259	17	55	106	214	25	16	165	37	63	13	82	51	252	12	48	116	235	17	24	150	64
Glyma.01G233700	7	5	3	4	27	7	7	20	12	14	3	20	3	6	8	4	8	43	3	11	26	16	17	3	22	1
Glyma.01G234200	9	8	13	16	74	2	11	52	22	21	8	30	5	14	13	19	11	92	7	6	48	39	13	10	34	12
Glyma.01G234300	42	52	68	75	323	46	66	276	133	121	13	194	27	45	52	106	71	361	63	62	282	149	128	22	253	42
Glyma.01G234500	25	20	98	58	282	10	41	165	115	23	11	119	24	29	10	156	61	381	12	64	212	147	43	21	146	27
Glyma.01G234600	13	19	37	41	205	23	19	102	74	32	10	125	12	14	14	48	35	219	21	31	85	85	40	5	144	13
Glyma.01G234700	7	3	15	7	65	2	6	31	20	18	6	23	4	14	7	9	9	90	5	20	30	26	14	4	25	9
Glyma.01G234900	1	78	2	9	2	1	1	1	0	1	1	4	0	2	106	1	15	17	0	4	5	4	6	1	3	1
Glyma.01G235200	23	3	7	10	45	5	13	37	42	9	2	40	5	39	7	14	19	48	6	16	33	39	17	4	36	6
Glyma.01G235300	22	0	4	0	6	2	29	10	27	4	0	24	0	22	2	4	5	6	2	21	13	25	2	5	31	0
Glyma.01G235600	19	109	89	40	118	50	25	99	36	259	9	105	6	30	93	124	32	187	79	23	82	43	365	11	114	6
Glyma.01G235700	5	1	4	8	23	0	4	10	10	6	2	15	4	10	1	8	3	22	2	6	16	21	7	0	12	8
Glyma.01G236100	5	5	2	2	12	4	3	10	15	29	1	14	2	8	1	5	2	13	6	10	5	17	24	2	8	7
Glyma.01G236300	19	1	0	3	14	0	0	11	13	4	0	6	2	16	0	1	1	17	0	1	15	9	3	3	7	0
Glyma.01G236400	62	35	74	28	170	28	44	116	133	155	20	188	97	79	35	96	20	155	10	65	113	161	118	48	284	113
Glyma.01G236500	4	6	8	2	29	4	5	15	13	56	3	20	1	3	10	16	6	61	2	11	23	12	54	2	20	1
Glyma.01G236600	15	3	13	8	29	6	18	20	31	7	3	30	1	35	8	4	7	42	7	17	26	31	17	6	30	4
Glyma.01G237200	10	6	7	10	62	0	6	39	39	9	3	32	5	15	8	31	7	64	7	14	43	60	18	4	39	10
Glyma.01G237400	1	0	5	3	9	4	0	5	6	4	1	7	2	5	5	3	1	17	2	1	8	7	8	1	9	1
Glyma.01G237800	2	2	2	3	20	2	2	10	3	4	2	7	0	7	0	6	2	17	0	4	11	6	7	3	5	0
Glyma.01G238200	45	36	60	49	225	44	71	188	163	102	10	182	31	59	40	81	60	289	46	102	202	166	90	11	218	52
Glyma.01G238300	44	31	37	48	183	30	32	140	127	34	7	107	16	43	27	39	55	207	19	32	182	129	52	15	131	14
Glyma.01G238400	13	15	18	23	70	17	10	42	49	45	4	42	1	11	24	24	23	101	8	16	41	51	69	8	62	7
Glyma.01G238700	5	2	5	6	34	5	3	17	25	14	1	18	2	6	6	12	11	48	6	10	29	24	12	5	28	2
Glyma.01G238800	4	7	84	12	71	10	3	36	17	361	8	24	5	21	14	191	11	160	14	12	74	33	484	26	45	13
Glyma.01G239000	20	20	21	19	120	26	45	106	79	66	11	84	12	26	26	34	13	133	30	54	98	86	75	14	94	15
Glyma.01G239200	23	12	20	18	91	12	28	59	48	33	4	43	17	24	18	29	25	104	9	32	64	63	47	5	55	17
Glyma.01G239500	5	3	5	2	25	3	3	25	13	23	2	11	0	7	8	5	3	28	3	7	18	9	28	6	16	3
Glyma.01G239600	10	20	8	6	29	7	11	40	30	71	2	33	6	22	27	14	5	48	19	9	36	37	112	5	27	6
Glyma.01G239700	10	6	8	12	61	13	18	49	37	42	2	30	8	20	18	17	15	89	12	14	43	48	34	6	50	9
Glyma.01G239900	9	1	1	3	10	3	1	1	9	5	0	7	1	12	0	3	2	18	1	5	6	16	4	2	9	5
Glyma.01G240000	24	6	5	4	40	9	15	31	29	16	3	25	2	41	6	13	12	49	8	10	32	36	23	7	35	1
Glyma.01G240700	6	2	0	3	7	5	1	4	22	7	1	12	0	12	6	3	4	7	4	3	13	14	5	2	8	0
Glyma.01G241000	3	3	9	1	25	2	3	25	4	13	1	12	1	0	3	21	4	37	4	1	35	9	27	2	14	0
Glyma.01G241200	41	26	37	61	252	29	63	141	85	80	32	143	16	33	25	51	52	240	19	56	136	103	83	31	134	12
Glyma.01G241300	89	68	92	103	484	71	107	361	258	151	25	348	33	135	82	152	165	555	83	172	395	378	185	52	406	29
Glyma.01G241400	2	1	4	2	6	1	6	14	9	4	1	13	1	2	2	1	2	15	1	4	7	8	7	2	6	1
Glyma.01G241500	3	2	2	9	32	0	1	20	8	6	5	18	1	3	4	4	8	31	1	2	24	7	1	0	12	0
Glyma.01G242000	15	9	19	19	91	10	19	42	57	32	9	63	6	12	6	31	16	96	9	26	50	47	40	8	52	5
Glyma.01G242200	11	4	9	16	71	3	13	32	28	15	3	18	12	4	1	22	20	66	3	6	44	38	11	8	32	6
Glyma.01G242300	24	12	18	35	111	19	23	88	82	44	6	85	9	25	25	27	25	142	17	31	98	89	44	20	105	15
Glyma.01G242500	4	0	4	5	20	2	3	15	18	5	0	13	2	6	2	3	4	30	2	4	16	22	4	0	11	0
Glyma.01G242800	13	31	16	14	72	12	28	59	31	40	20	48	4	25	30	26	14	126	15	22	82	22	39	22	44	5
Glyma.01G242902	22	9	6	8	33	8	12	23	29	16	1	26	5	30	11	11	15	59	4	7	32	24	18	4	27	8
Glyma.01G243000	0	0	4	3	7	2	4	11	6	5	0	4	1	6	5	2	4	18	2	11	8	12	6	2	11	1
Glyma.01G243300	2	2	4	2	21	0	3	5	3	2	1	9	2	13	1	1	3	11	5	3	13	11	4	3	10	0
Glyma.01G243400	6	1	11	14	50	7	10	36	87	17	6	41	31	6	22	15	12	61	3	25	33	173	17	7	49	107
Glyma.01G243600	13	5	3	9	34	4	7	18	20	10	2	28	1	12	6	7	2	32	3	6	18	22	7	4	20	5
Glyma.01G243900	58	12	16	16	78	11	11	54	40	52	10	46	10	59	15	28	23	108	13	20	41	44	45	7	55	9
Glyma.01G244300	4	1	1	5	6	0	2	8	2	3	0	11	2	7	2	0	4	10	1	2	10	7	5	1	7	0
Glyma.01G244400	23	4	5	6	39	1	12	22	40	15	4	23	10	29	10	5	11	39	5	18	27	33	21	4	25	15
Glyma.01G244500	11	21	7	11	36	14	5	46	21	32	3	29	5	18	31	18	20	52	8	5	50	41	28	5	56	4
Glyma.01G244700	24	2	5	2	9	5	6	5	26	9	4	7	10	28	5	4	6	14	3	8	15	35	9	0	13	4
Glyma.01G244900	11	12	9	20	54	4	9	58	34	28	2	31	3	11	10	7	15	69	9	17	57	35	35	11	35	6
Glyma.01G245100	13	6	3	4	25	2	6	23	24	13	1	27	1	17	5	6	6	19	1	4	25	40	4	6	22	4
Glyma.01G245200	35	24	30	43	156	22	37	116	84	62	9	104	10	47	34	43	47	160	34	41	116	105	75	15	129	7
Glyma.01G245400	10	9	6	6	42	0	13	34	28	17	1	22	6	10	6	6	8	38	1	7	35	36	13	6	29	4
Glyma.01G245500	11	4	6	5	30	3	10	19	22	3	4	20	1	19	2	10	5	41	4	8	21	21	7	2	23	8
Glyma.01G245700	57	71	73	83	314	40	60	290	195	191	21	227	25	76	96	111	102	415	77	85	281	217	182	34	290	31
Glyma.02G000100	15	5	14	17	112	12	21	83	41	44	11	65	0	29	15	27	31	139	11	43	95	47	58	5	77	7
Glyma.02G000200	15	8	7	8	44	9	15	33	12	19	2	27	5	11	11	21	4	50	6	16	21	23	21	1	25	8
Glyma.02G000400	7	12	7	16	38	7	2	31	9	15	0	36	4	4	13	18	10	42	10	4	31	25	24	3	32	4
Glyma.02G000500	23	34	52	59	283	13	36	244	113	61	19	186	20	39	24	90	67	354	13	36	310	171	62	35	281	34
Glyma.02G000600	21	3	5	7	26	5	11	20	36	9	3	35	6	33	4	7	8	37	5	22	33	30	8	5	31	2
Glyma.02G000700	16	12	12	14	84	5	228	44	27	18	10	56	3	17	17	24	18	77	23	472	71	39	25	12	47	10
Glyma.02G000800	3	15	15	5	28	14	9	64	23	320	3	18	3	6	18	24	7	58	13	4	61	13	392	7	33	1
Glyma.02G000900	20	7	12	17	58	8	11	60	46	8	2	40	12	26	5	18	17	90	5	21	53	56	12	8	42	9
Glyma.02G001000	10	7	8	13	81	5	7	43	26	7	6	36	0	14	4	12	22	91	4	7	43	29	7	5	38	1
Glyma.02G001100	14	62	6	16	54	37	15	54	29	25	3	67	5	10	92	12	15	50	39	13	68	26	31	5	76	5
Glyma.02G001200	11	18	4	6	18	8	7	16	18	7	3	25	5	8	25	3	6	35	5	8	11	20	14	5	21	5
Glyma.02G001300	3	3	5	6	33	3	5	24	17	11	7	14	1	9	2	7	5	37	4	9	19	15	8	4	35	4
Glyma.02G001500	9	10	633	10	32	3	14	17	10	17	1	21	2	12	3	1362	15	60	4	14	47	20	23	5	23	3
Glyma.02G001600	3	4	2	8	23	5	3	19	12	17	3	14	4	5	12	8	7	35	1	3	21	21	10	1	19	4
Glyma.02G001700	45	25	85	156	503	20	41	166	92	28	19	120	29	24	18	131	149	642	15	44	120	132	36	16	106	36
Glyma.02G001900	25	15	43	29	134	10	81	86	63	26	10	57	13	17	19	60	33	176	13	140	68	72	37	17	97	11
Glyma.02G002000	5	6	124	30	164	1	8	19	14	12	3	23	1	3	3	168	16	204	0	3	23	9	10	5	18	5
Glyma.02G002200	1	3	2	7	7	0	4	17	53	1	0	40	0	2	1	3	12	10	1	6	18	102	2	2	53	0
Glyma.02G002300	15	12	11	9	47	6	25	38	41	19	10	33	5	59	13	22	12	74	6	26	26	60	28	5	40	3
Glyma.02G002500	18	2	2	4	7	1	6	48	42	2	1	35	7	27	1	5	1	6	3	7	29	39	1	2	32	9
Glyma.02G002800	47	23	21	32	78	19	25	84	100	25	10	105	12	97	33	34	23	108	19	58	85	150	42	16	119	11
Glyma.02G002900	5	2	1	2	16	1	4	11	8	5	1	3	4	13	1	13	6	35	0	4	21	12	5	8	4	2
