RNA_en1:Cortex_Epidermis	RNA_en1:Endodermis	RNA_en1:Nodule_infected_cell	RNA_en1:Nodule_meritem	RNA_en1:Nodule_uninfected_cell	RNA_en1:Pericycle	RNA_en1:Phloem	RNA_en1:Procambium	RNA_en1:Xylem	RNA_en2:Cortex_Epidermis	RNA_en2:Endodermis	RNA_en2:Nodule_infected_cell	RNA_en2:Nodule_meritem	RNA_en2:Nodule_uninfected_cell	RNA_en2:Pericycle	RNA_en2:Phloem	RNA_en2:Procambium	RNA_en2:Xylem
Glyma.01G059200	91	1	18	5	21	6	2	21	1	94	1	10	3	10	3	0	18	2
Glyma.01G059900	33	0	21	3	6	2	0	10	0	25	0	11	1	3	2	0	2	0
Glyma.01G060300	37	3	22	6	8	0	1	8	0	36	0	22	0	11	4	1	9	0
Glyma.01G060700	776	12	81	26	65	32	13	95	5	717	6	55	10	90	24	11	123	6
Glyma.01G060900	102	1	20	9	17	4	4	20	0	89	1	9	4	11	4	1	18	2
Glyma.01G061500	784	9	112	30	85	53	16	114	11	737	13	102	16	72	14	7	109	8
Glyma.01G061700	316	2	59	29	43	9	4	29	3	266	4	47	24	44	5	3	49	4
Glyma.01G061800	118	0	19	3	15	4	2	9	0	102	0	18	2	11	3	1	6	0
Glyma.01G062000	68	2	7	0	8	6	4	9	2	54	0	4	0	7	2	2	10	3
Glyma.01G062200	22	0	6	1	6	1	1	5	0	0	0	0	0	0	0	0	0	0
Glyma.01G062300	44	1	9	5	8	1	2	5	0	0	0	0	0	0	0	0	0	0
Glyma.01G062400	93	0	12	8	13	5	1	12	0	92	0	4	0	7	4	0	7	1
Glyma.01G063000	173	1	22	10	11	8	0	22	0	142	1	18	2	13	8	0	13	2
Glyma.01G063600	263	3	39	11	34	13	5	55	4	226	5	51	4	40	5	4	31	4
Glyma.01G063700	264	8	17	10	13	30	16	55	0	227	5	7	4	19	20	2	52	2
Glyma.01G064400	228	0	21	8	18	12	4	32	3	196	8	14	6	21	5	4	27	3
Glyma.01G064600	331	2	22	10	34	20	8	44	2	286	3	11	3	36	7	5	32	2
Glyma.01G064900	418	3	48	13	37	24	6	51	6	345	3	41	9	43	11	7	39	1
Glyma.01G065100	233	5	26	15	26	18	7	40	4	189	1	17	8	18	8	3	37	6
Glyma.01G066600	50	3	4	3	4	6	2	7	0	50	0	3	1	6	1	0	10	0
Glyma.01G067000	511	4	47	19	64	22	8	65	5	375	2	49	5	55	9	2	45	14
Glyma.01G067600	44	0	21	1	7	2	2	5	0	36	2	20	0	5	0	0	9	0
Glyma.01G067900	51	0	13	5	10	0	2	7	2	65	0	11	2	7	2	0	7	2
Glyma.01G068000	413	1	76	20	68	15	15	59	0	320	2	70	8	59	5	5	56	0
Glyma.01G068600	137	3	24	9	40	5	2	25	0	92	0	13	4	36	4	1	15	2
Glyma.01G068800	77	2	20	4	12	11	2	15	0	67	3	14	4	12	3	0	16	0
Glyma.01G069500	59	0	6	4	17	3	0	13	0	59	0	7	3	3	0	1	6	0
Glyma.01G070300	42	1	8	4	6	2	1	5	0	33	2	4	1	5	1	1	2	1
Glyma.01G070400	186	4	9	4	40	4	7	18	2	163	4	5	4	26	1	0	16	1
Glyma.01G070700	54	0	9	1	4	3	0	7	0	27	1	5	1	6	3	1	7	0
Glyma.01G071300	1335	17	176	49	314	72	63	208	7	1089	7	102	42	260	33	14	143	7
Glyma.01G071700	49	1	6	2	6	2	12	53	3	43	0	1	2	2	6	9	33	0
Glyma.01G072000	42	1	4	6	6	1	0	5	0	49	0	5	2	10	1	0	4	0
Glyma.01G072900	36	1	7	2	10	1	1	10	1	43	0	7	1	7	0	1	7	0
Glyma.01G073000	589	6	74	25	64	42	24	126	5	548	7	65	13	70	21	10	130	12
Glyma.01G074400	231	3	33	12	36	22	5	40	3	201	9	28	5	20	9	4	45	5
Glyma.01G074500	54	0	1	1	8	1	2	2	0	36	0	2	2	7	1	0	7	0
Glyma.01G074000	1486	23	193	51	178	97	26	285	11	1345	15	149	33	215	50	13	247	15
Glyma.01G073500	30	0	10	3	5	2	1	3	0	33	0	4	3	8	2	1	11	0
Glyma.01G073400	323	4	50	21	51	14	2	60	2	272	1	54	11	38	7	4	58	4
Glyma.01G074700	291	4	46	19	56	12	9	55	3	231	4	56	8	43	4	5	36	2
Glyma.01G075300	105	1	12	3	10	6	3	14	1	82	0	10	2	10	3	2	13	0
Glyma.01G075400	303	6	48	8	54	19	8	56	4	282	2	46	8	43	5	3	52	6
Glyma.01G076100	101	2	12	2	14	7	1	16	2	77	0	13	0	9	5	2	21	4
Glyma.01G077100	20	0	1	1	0	21	0	13	1	0	0	0	0	0	0	0	0	0
Glyma.01G077200	1118	24	145	36	135	47	25	215	16	1043	14	121	17	177	30	11	131	21
Glyma.01G077300	281	5	36	10	44	23	12	80	4	288	2	45	14	36	7	3	53	3
Glyma.01G077400	787	14	91	29	95	60	16	133	12	750	10	81	13	99	21	12	120	10
Glyma.01G077600	72	0	12	3	6	5	4	16	0	74	0	10	0	0	4	1	10	0
Glyma.01G079100	140	2	17	1	20	4	4	21	0	123	4	6	3	20	5	0	15	2
Glyma.01G079200	109	2	17	5	18	7	4	19	0	75	0	16	4	21	3	0	21	2
Glyma.01G079300	648	6	47	16	54	36	15	111	11	535	9	57	5	39	15	5	74	7
Glyma.01G079500	60	3	7	4	13	3	6	17	1	76	2	6	1	8	3	2	13	1
Glyma.01G080200	182	1	33	7	26	13	10	35	4	162	1	19	7	20	7	1	27	2
Glyma.01G080400	54	0	7	2	13	4	1	7	0	65	1	6	1	9	1	3	4	1
Glyma.01G080500	314	9	16	13	23	13	13	38	2	292	1	8	5	29	7	3	44	6
Glyma.01G080600	621	7	49	29	109	34	20	122	5	516	8	33	13	77	18	7	101	7
Glyma.01G080700	234	4	26	15	39	7	6	39	3	201	1	19	9	51	3	1	31	1
Glyma.01G080900	75	1	5	5	7	4	1	14	0	52	1	1	4	3	1	2	8	0
Glyma.01G081100	100	0	5	1	15	11	3	22	1	80	2	4	2	8	9	5	16	0
Glyma.01G081300	20	0	6	3	4	2	0	8	1	0	0	0	0	0	0	0	0	0
Glyma.01G081500	483	8	60	22	50	30	15	82	1	374	3	53	9	42	15	4	60	4
Glyma.01G081600	151	2	7	7	17	2	1	11	1	128	0	4	1	13	1	0	3	0
Glyma.01G081900	50	39	4	3	5	3	2	4	0	43	36	3	7	4	0	0	5	0
Glyma.01G082200	428	7	42	13	56	35	11	67	9	356	6	32	8	37	14	3	72	7
Glyma.01G082400	689	9	54	12	67	50	18	122	1	574	6	39	18	58	11	1	111	6
Glyma.01G082500	61	1	6	4	6	4	2	16	8	63	1	2	2	3	2	2	16	7
Glyma.01G082700	891	8	78	22	67	55	13	131	16	794	16	52	14	51	27	11	108	19
Glyma.01G083000	121	1	7	5	16	3	4	11	1	98	1	6	8	17	1	3	13	3
Glyma.01G083400	79	3	6	5	3	5	2	10	0	81	4	10	1	13	1	0	8	0
Glyma.01G083500	128	4	13	6	9	5	3	11	1	106	2	9	3	10	7	2	11	2
Glyma.01G084500	121	1	18	14	21	7	2	30	1	107	0	8	9	23	7	2	50	0
Glyma.01G084700	33	0	7	2	4	1	2	9	0	30	3	7	2	5	1	1	7	1
Glyma.01G086000	81	0	15	7	15	3	0	10	0	71	0	18	4	10	1	0	6	2
Glyma.01G086201	1801	21	258	55	277	90	58	263	12	1794	31	234	36	285	64	16	263	19
Glyma.01G086600	712	14	150	30	120	30	17	173	8	673	18	144	12	130	15	5	116	5
Glyma.01G086700	331	3	71	7	85	23	10	51	5	270	3	65	7	63	8	6	34	3
Glyma.01G086900	201	1	7	8	44	3	3	14	1	157	3	6	6	34	3	2	8	2
Glyma.01G087100	29	1	2	1	7	2	0	4	0	34	0	8	2	7	0	1	9	1
Glyma.01G087500	860	8	51	27	63	39	35	144	3	698	3	28	6	60	15	6	90	4
Glyma.01G087700	246	1	34	7	38	19	4	50	0	222	4	20	3	25	4	1	39	2
Glyma.01G087800	40	0	5	2	6	2	0	3	0	27	0	9	0	2	0	0	3	0
Glyma.01G088200	56	0	5	4	10	1	2	6	0	63	1	7	1	7	2	1	10	0
Glyma.01G089100	276	2	26	9	30	22	12	36	4	211	1	18	2	27	6	1	34	7
Glyma.01G089500	239	4	48	17	50	16	5	21	0	160	3	56	7	39	7	6	36	0
Glyma.01G089900	447	4	66	17	70	27	13	73	4	377	5	62	14	55	16	4	70	7
Glyma.01G090002	91	2	26	8	19	7	1	17	1	68	5	19	13	23	1	0	9	0
Glyma.01G090102	57	0	10	4	11	2	0	12	0	42	0	7	5	11	0	0	9	1
Glyma.01G092100	44	1	14	1	12	5	2	11	2	57	1	6	1	6	1	0	10	2
Glyma.01G092400	258	5	46	12	57	13	11	59	5	247	2	42	10	49	14	1	43	5
Glyma.01G092900	149	8	12	4	26	7	2	27	2	147	4	7	2	21	5	1	30	0
Glyma.01G093000	169	5	27	8	18	10	8	32	6	138	2	20	3	20	5	1	29	2
Glyma.01G093100	207	0	11	5	20	9	8	24	4	145	2	4	4	14	3	2	14	2
Glyma.01G093200	142	1	34	5	28	8	2	32	3	134	3	23	3	28	5	3	32	6
Glyma.01G093902	1654	31	314	45	281	82	38	287	19	1595	15	341	30	298	37	21	327	13
Glyma.01G094200	504	3	71	16	63	35	17	100	6	436	7	44	10	64	21	5	88	3
Glyma.01G094800	210	5	24	4	10	13	4	46	3	198	5	21	4	17	5	3	42	4
Glyma.01G094900	128	0	35	5	11	5	3	14	0	98	1	39	0	11	3	1	15	2
Glyma.01G096000	653	9	75	15	70	42	22	155	10	625	7	65	8	56	17	14	149	8
Glyma.01G095966	35	0	1	3	3	0	0	7	0	0	0	0	0	0	0	0	0	0
Glyma.01G095100	120	0	7	4	6	10	3	26	2	88	0	9	8	6	8	0	17	0
Glyma.01G096300	446	7	28	20	36	13	12	78	5	353	7	16	9	34	5	3	40	12
Glyma.01G096600	40	0	10	4	12	2	0	9	0	49	1	2	1	10	4	1	5	1
Glyma.01G096700	244	3	20	6	62	7	3	36	3	232	5	6	8	62	3	0	21	0
Glyma.01G097100	91	3	8	7	13	5	0	21	2	84	1	2	0	8	6	3	14	0
Glyma.01G097200	365	7	42	13	46	17	4	64	4	294	7	38	12	34	9	4	59	3
Glyma.01G097350	74	3	11	5	15	4	4	8	0	47	2	12	3	14	1	1	15	1
Glyma.01G097500	178	1	28	9	28	13	3	43	3	160	3	14	5	19	8	1	30	2
Glyma.01G097900	21	0	3	2	1	10	2	36	0	17	0	2	2	1	10	0	32	0
Glyma.01G098000	164	2	28	16	33	14	4	36	1	152	7	25	7	23	3	2	34	0
Glyma.01G098700	220	2	18	7	65	23	9	96	1	192	2	12	5	62	8	5	69	3
Glyma.01G099100	143	0	16	3	26	1	2	15	0	100	0	10	2	17	2	0	20	1
Glyma.01G099600	196	2	17	11	18	11	9	27	5	169	1	15	4	18	7	0	20	0
Glyma.01G099700	720	7	117	33	98	39	33	109	12	592	12	85	19	92	14	9	101	15
Glyma.01G100100	59	0	6	1	4	5	5	12	2	58	0	2	2	6	6	1	9	1
Glyma.01G100200	68	1	6	4	8	7	0	24	0	62	1	7	0	12	1	1	7	0
Glyma.01G100600	63	1	10	2	8	0	3	10	0	48	2	10	1	9	3	0	7	1
Glyma.01G100900	141	1	19	9	26	6	1	22	0	142	0	25	3	19	3	0	21	2
Glyma.01G102300	56	3	2	2	4	7	1	9	5	48	1	3	0	8	3	0	7	5
Glyma.01G102400	108	2	13	7	19	5	1	16	1	99	1	13	6	13	4	2	18	2
Glyma.01G102600	553	5	53	23	49	61	36	125	8	417	5	28	4	44	39	6	119	8
Glyma.01G103100	38	2	3	0	8	2	0	4	0	32	0	3	1	4	0	0	7	0
Glyma.01G103200	133	1	67	5	29	10	10	19	0	101	2	43	2	23	5	1	23	1
Glyma.01G103500	579	3	170	32	91	45	18	109	6	537	10	127	24	95	14	4	85	9
Glyma.01G104800	23	0	4	1	5	2	0	5	1	0	0	0	0	0	0	0	0	0
Glyma.01G105500	168	1	34	7	31	14	4	35	0	143	1	27	4	19	3	5	19	0
Glyma.01G106000	344	4	21	8	43	27	8	42	3	273	3	6	4	37	24	1	37	3
Glyma.01G106200	122	0	35	8	27	6	7	29	0	96	1	49	3	25	3	4	28	1
Glyma.01G106500	65	1	22	5	16	2	1	16	1	76	0	12	3	10	3	2	26	1
Glyma.01G106600	114	4	18	6	22	10	1	30	2	95	8	13	4	27	2	3	31	1
Glyma.01G107100	36	1	4	0	1	5	0	7	0	0	0	0	0	0	0	0	0	0
Glyma.01G107500	31	0	4	0	8	2	1	2	1	18	1	7	1	6	3	1	4	0
Glyma.01G107850	183	17	18	9	23	10	4	92	4	118	16	3	6	15	7	2	77	2
Glyma.01G108000	167	1	14	16	19	9	3	14	0	162	0	6	4	23	2	1	13	2
Glyma.01G108700	272	2	10	1	9	14	3	22	2	270	2	8	2	16	8	1	22	3
Glyma.01G109100	46	1	10	1	2	0	3	13	1	28	1	10	0	5	1	0	5	0
Glyma.01G109300	285	5	56	43	35	17	10	41	2	248	1	41	43	37	5	1	24	5
Glyma.01G109600	111	1	28	7	18	10	4	25	4	104	1	21	3	19	5	2	15	0
Glyma.01G109700	40	1	5	0	4	2	0	7	0	31	0	9	2	3	4	0	3	0
Glyma.01G109800	102	1	6	3	6	20	6	12	3	83	0	3	2	7	14	4	8	1
Glyma.01G110200	28	0	6	2	5	1	1	4	0	0	0	0	0	0	0	0	0	0
Glyma.01G110500	66	1	8	4	11	6	1	9	0	55	1	11	0	5	0	1	12	0
Glyma.01G110900	111	1	16	4	28	7	2	10	3	107	1	15	4	11	7	2	18	2
Glyma.01G111200	417	5	58	18	50	23	18	76	9	348	3	51	9	57	16	2	75	5
Glyma.01G111300	592	8	88	21	69	33	13	100	8	509	10	55	17	70	21	4	87	4
Glyma.01G111900	23	0	0	4	3	3	1	10	0	21	0	2	1	2	0	0	10	0
Glyma.01G112300	127	1	6	13	22	6	10	40	1	117	1	9	19	46	1	8	30	0
Glyma.01G112700	23	1	3	1	0	5	1	17	1	25	1	0	0	0	3	0	22	1
Glyma.01G112900	157	2	12	5	12	14	12	46	1	137	0	14	1	16	12	4	32	9
Glyma.01G113000	60	4	9	1	7	4	4	12	2	53	4	4	0	4	0	0	13	2
Glyma.01G114000	30	2	1	0	4	10	4	27	0	28	1	1	1	1	11	7	12	2
Glyma.01G114400	30	0	3	1	3	3	1	3	0	0	0	0	0	0	0	0	0	0
Glyma.01G114800	54	4	10	1	10	5	0	15	0	55	0	5	1	6	1	0	8	0
Glyma.01G115000	77	0	6	5	6	6	1	16	1	55	3	6	1	6	2	0	12	4
Glyma.01G115500	145	2	10	9	11	4	2	11	2	149	1	3	2	8	5	1	12	0
Glyma.01G115600	25	2	5	0	2	1	1	9	0	0	0	0	0	0	0	0	0	0
Glyma.01G116000	244	1	31	10	39	17	10	22	1	209	3	13	4	36	6	4	18	3
Glyma.01G116100	56	1	10	0	13	6	0	9	1	47	0	6	1	8	4	0	11	0
Glyma.01G116300	143	1	7	1	5	4	2	8	0	118	0	6	2	8	1	1	9	1
Glyma.01G117800	79	0	21	3	4	3	1	10	0	62	2	14	1	10	0	0	11	2
Glyma.01G117900	69	1	14	6	15	3	1	14	3	72	1	17	1	18	2	2	8	1
Glyma.01G118200	84	2	11	5	13	9	1	12	1	71	0	10	5	9	1	1	7	1
Glyma.01G118350	2823	24	82	60	156	74	40	257	13	2516	22	67	19	160	26	25	235	15
Glyma.01G118800	745	6	40	20	50	23	6	74	3	751	8	24	8	63	7	3	47	3
Glyma.01G118900	669	10	45	19	63	18	6	72	2	609	17	11	9	70	6	4	46	4
Glyma.01G119400	156	1	24	7	22	10	1	24	3	158	2	30	7	24	7	2	30	4
Glyma.01G119500	413	14	46	13	51	21	50	104	5	409	12	31	7	37	12	38	86	10
Glyma.01G119900	28	1	4	3	7	1	1	10	0	31	0	5	2	8	1	1	6	0
Glyma.01G120400	76	1	13	2	22	7	4	8	0	49	2	7	5	14	1	1	8	0
Glyma.01G120800	46	0	5	4	12	2	0	5	0	35	0	4	0	13	1	1	7	0
Glyma.01G121218	144	2	20	4	10	11	4	41	6	113	1	8	3	15	4	0	20	5
Glyma.01G121300	47	1	8	3	4	3	1	10	0	52	0	3	0	9	2	1	7	1
Glyma.01G121400	325	7	53	19	60	22	5	61	3	322	3	52	16	59	10	7	44	2
Glyma.01G122100	534	5	79	18	69	24	15	82	12	401	4	60	14	56	15	3	64	8
Glyma.01G122300	844	13	114	33	129	40	21	107	6	765	6	110	17	134	25	9	100	8
Glyma.01G123300	169	1	27	10	17	10	3	28	2	140	1	28	8	26	9	1	33	1
Glyma.01G123400	49	0	2	1	2	1	1	4	0	0	0	0	0	0	0	0	0	0
Glyma.01G123900	44	1	12	1	4	0	1	12	0	62	0	5	1	12	2	0	12	1
Glyma.01G124200	65	0	3	2	10	5	2	15	2	60	1	9	0	8	2	0	11	0
Glyma.01G124300	148	0	18	10	19	5	5	26	0	94	1	13	3	9	6	0	14	1
Glyma.01G124500	169	2	12	4	12	8	2	7	2	138	0	7	2	10	3	3	5	0
Glyma.01G124602	177	3	16	4	11	10	4	22	4	162	0	15	2	13	10	1	22	1
Glyma.01G124700	90	1	5	2	10	10	3	16	2	94	0	3	0	5	2	0	14	1
Glyma.01G124900	101	2	22	5	16	3	5	16	0	69	2	17	2	12	1	1	19	3
Glyma.01G125000	96	2	18	31	27	0	5	14	2	116	3	4	18	23	1	0	12	0
Glyma.01G125100	28	0	4	0	5	2	1	8	0	0	0	0	0	0	0	0	0	0
Glyma.01G125600	102	1	13	4	8	7	2	18	1	64	0	7	0	7	3	0	9	3
Glyma.01G125800	33	0	23	24	4	2	1	2	0	22	0	6	14	4	1	0	1	0
Glyma.01G125900	295	3	25	16	37	16	12	56	2	247	2	22	6	24	8	3	48	5
Glyma.01G126000	70	1	11	4	13	6	5	7	1	66	1	9	0	11	7	1	7	0
Glyma.01G126200	110	0	5	2	7	19	4	48	0	122	3	10	2	14	26	1	45	1
Glyma.01G127200	110	0	18	3	13	6	1	21	0	73	1	12	2	15	4	0	9	4
Glyma.01G127500	49	1	9	2	5	2	5	24	1	38	0	7	2	6	3	0	24	3
Glyma.01G127900	54	0	7	4	4	5	1	5	0	44	0	5	0	4	2	0	1	1
Glyma.01G128200	257	6	26	3	29	23	11	48	1	232	6	17	3	32	15	6	56	4
Glyma.01G128700	222	3	37	11	38	9	8	53	4	192	7	20	6	28	7	5	58	1
Glyma.01G129100	53	1	2	1	3	0	2	5	0	68	0	5	0	3	5	0	0	0
Glyma.01G129400	1122	25	71	27	125	108	30	262	18	895	11	34	19	108	63	7	260	16
Glyma.01G131300	70	2	20	20	17	10	0	7	0	65	1	19	13	9	0	1	8	2
Glyma.01G131500	168	5	13	8	13	4	3	20	3	130	4	11	2	13	4	0	18	4
Glyma.01G131800	130	3	9	4	4	6	1	16	0	114	1	1	0	5	3	3	10	0
Glyma.01G132300	356	4	30	7	27	17	8	26	6	334	6	13	8	27	8	4	36	3
Glyma.01G132400	137	4	21	6	12	6	7	29	2	103	1	9	3	12	7	2	17	3
Glyma.01G132800	21	1	2	2	5	2	1	8	0	0	0	0	0	0	0	0	0	0
Glyma.01G133000	78	0	5	3	10	5	1	12	3	63	2	2	3	10	7	1	14	2
Glyma.01G133300	35	1	1	0	5	1	2	23	0	0	0	0	0	0	0	0	0	0
Glyma.01G133400	171	4	25	9	21	17	8	39	0	148	2	17	7	16	4	0	25	1
Glyma.01G134400	377	6	46	17	43	16	6	42	5	314	4	58	4	47	9	2	54	5
Glyma.01G135900	36	1	1	0	2	1	0	10	0	0	0	0	0	0	0	0	0	0
Glyma.01G136000	130	1	18	10	11	13	1	32	1	105	3	5	2	9	1	1	12	0
Glyma.01G136100	135	2	33	3	20	7	1	16	1	91	0	14	4	8	3	2	16	0
Glyma.01G136300	120	3	12	6	9	2	2	24	0	110	1	7	1	16	1	0	8	1
Glyma.01G136500	68	2	13	4	5	5	1	12	1	39	1	7	0	3	3	0	8	0
Glyma.01G137300	437	9	32	7	35	26	7	68	7	378	3	33	10	54	14	3	73	12
Glyma.01G137500	61	1	5	0	4	3	1	7	0	54	1	4	1	3	1	0	5	0
Glyma.01G138300	450	5	95	16	51	25	13	83	6	364	4	60	5	59	19	9	78	7
Glyma.01G138800	82	0	8	6	9	5	3	12	1	70	0	13	6	4	2	0	13	1
Glyma.01G139000	34	1	8	1	7	0	0	11	1	27	0	6	0	7	2	0	4	2
Glyma.01G139600	344	8	19	7	21	36	10	71	19	286	8	12	5	25	36	3	55	10
Glyma.01G139700	159	4	24	6	20	13	2	27	1	121	3	18	4	16	10	1	23	1
Glyma.01G140200	219	2	22	9	18	8	3	31	6	214	0	15	6	21	8	3	30	2
Glyma.01G140600	1057	22	108	39	127	59	24	194	16	954	13	100	13	131	42	14	178	22
Glyma.01G142300	169	0	14	3	14	5	3	15	1	123	0	16	3	12	2	1	14	3
Glyma.01G142700	559	2	96	27	146	25	15	87	2	493	6	64	12	115	16	4	106	10
Glyma.01G142800	121	2	14	5	13	13	7	16	1	80	1	5	5	12	1	1	13	1
Glyma.01G142900	100	0	10	3	25	8	5	17	1	90	1	3	3	20	2	1	13	0
Glyma.01G143100	178	10	20	20	42	19	10	31	1	115	2	15	11	24	4	4	26	0
Glyma.01G143700	248	1	35	7	28	21	3	45	1	214	2	23	8	31	8	2	25	3
Glyma.01G143800	63	1	4	6	2	0	1	5	2	65	1	0	1	4	0	0	4	0
Glyma.01G144200	236	5	31	11	34	13	7	35	4	210	2	32	4	41	7	1	32	2
Glyma.01G144500	179	5	28	17	24	5	3	30	1	181	2	41	8	38	0	1	37	4
Glyma.01G144800	79	1	10	5	5	11	4	21	0	65	0	5	2	10	10	1	14	1
Glyma.01G144900	114	0	6	1	26	14	3	18	1	109	0	6	6	18	5	1	13	0
Glyma.01G145000	92	0	17	6	5	4	5	9	1	49	1	10	3	6	2	0	12	1
Glyma.01G145200	22	2	0	2	3	1	38	7	0	18	0	4	0	1	1	31	13	0
Glyma.01G145300	74	2	12	0	7	6	2	7	1	59	2	10	1	12	1	0	11	1
Glyma.01G145400	48	0	8	4	9	5	0	13	0	40	0	4	1	4	3	1	11	1
Glyma.01G145600	115	0	9	3	16	11	4	18	3	114	1	10	2	8	9	1	10	3
Glyma.01G146100	239	3	32	7	30	13	8	41	3	189	2	18	8	23	4	2	34	3
Glyma.01G146400	174	4	28	10	19	9	1	28	0	113	1	8	8	22	4	2	31	3
Glyma.01G146600	109	4	13	6	25	10	3	23	1	100	3	13	2	15	0	0	11	3
Glyma.01G146900	53	0	10	2	7	6	3	7	1	51	1	7	1	6	2	3	6	0
Glyma.01G147000	25	0	3	0	4	3	2	10	0	0	0	0	0	0	0	0	0	0
Glyma.01G147400	35	0	8	1	7	4	0	4	1	30	0	6	1	3	0	1	6	0
Glyma.01G147700	35	0	8	4	5	4	0	10	0	28	0	4	1	4	1	0	10	0
Glyma.01G147800	865	15	102	26	133	64	21	153	11	817	21	81	14	103	30	11	153	9
Glyma.01G147900	86	1	22	5	11	2	2	10	2	74	1	13	3	7	2	0	13	1
Glyma.01G148100	242	4	44	12	38	24	8	34	1	216	3	39	10	32	6	1	34	3
Glyma.01G148201	57	0	12	1	7	1	4	9	2	50	0	11	0	5	4	0	3	0
Glyma.01G148300	73	0	12	1	4	9	2	12	0	60	1	4	1	12	1	0	8	0
Glyma.01G148500	204	3	25	8	28	17	9	41	4	154	1	27	3	28	8	2	26	4
Glyma.01G148600	76	3	13	6	7	3	1	10	1	56	1	11	5	13	2	0	6	1
Glyma.01G149000	1765	21	123	41	175	89	40	313	26	1569	28	77	32	156	38	15	268	34
Glyma.01G149300	354	2	20	9	31	63	3	74	4	285	2	14	5	28	53	7	77	8
Glyma.01G149400	50	0	8	4	11	5	3	14	1	61	0	8	1	14	1	0	7	0
Glyma.01G149700	96	0	14	5	16	7	4	19	0	87	0	14	2	13	2	2	11	2
Glyma.01G149800	55	0	11	2	4	2	0	8	0	46	0	6	0	1	1	0	4	0
Glyma.01G149900	150	4	17	5	16	6	4	30	1	95	2	9	2	13	4	3	18	3
Glyma.01G150200	58	0	4	1	10	6	1	7	0	28	2	5	1	5	2	0	9	0
Glyma.01G150300	46	6	8	3	6	2	0	12	1	35	2	3	1	2	1	0	12	2
Glyma.01G150400	147	0	19	7	21	13	2	26	0	154	5	11	2	17	3	3	19	1
Glyma.01G150500	210	3	13	10	19	17	6	37	0	199	0	10	1	23	4	5	33	0
Glyma.01G150600	274	5	19	10	16	10	11	35	5	243	4	13	5	16	12	3	14	1
Glyma.01G150700	171	2	38	5	26	10	3	37	3	154	1	27	7	33	3	7	22	4
Glyma.01G150800	70	1	10	3	10	4	2	6	0	81	0	4	0	13	4	0	9	0
Glyma.01G151600	368	9	30	13	25	169	25	227	14	317	2	18	4	21	118	9	180	15
Glyma.01G151700	47	1	6	4	4	5	0	8	3	30	1	5	1	5	0	0	13	1
Glyma.01G151800	64	0	23	4	9	4	2	9	3	56	2	8	2	8	2	4	8	1
Glyma.01G152100	113	1	9	12	17	2	2	11	0	79	0	5	5	14	3	0	5	4
Glyma.01G153000	60	1	9	1	8	1	0	10	4	51	2	5	1	6	0	0	10	2
Glyma.01G153100	47	0	4	3	4	5	0	8	2	46	6	5	0	3	1	1	10	0
Glyma.01G153200	215	4	27	4	43	19	6	40	8	184	1	9	7	29	9	2	30	6
Glyma.01G153300	4364	45	423	92	599	184	75	848	15	3789	42	241	38	485	50	36	747	12
Glyma.01G153600	265	2	26	9	58	11	7	45	0	226	2	24	3	42	4	2	22	3
Glyma.01G154100	197	3	15	4	20	20	6	26	3	142	4	20	3	21	5	3	20	3
Glyma.01G154200	49	0	12	4	8	4	2	13	0	44	0	7	3	5	2	0	4	1
Glyma.01G154300	337	4	51	15	30	18	7	52	4	258	4	39	1	27	6	0	46	4
Glyma.01G154450	40	0	6	1	3	0	0	6	2	33	0	2	0	4	0	0	5	1
Glyma.01G154600	975	14	89	41	96	66	26	149	13	826	16	79	27	94	22	6	160	24
Glyma.01G154700	168	2	23	8	33	4	6	27	2	146	2	9	5	30	6	2	18	4
Glyma.01G155200	50	2	9	3	11	5	2	16	3	61	0	3	2	11	2	3	7	0
Glyma.01G155300	281	3	105	24	46	14	6	35	4	243	1	122	5	39	4	2	23	4
Glyma.01G155600	235	4	57	10	40	9	7	20	1	206	2	53	6	46	5	0	24	0
Glyma.01G155800	70	0	9	3	10	6	2	9	0	47	0	15	3	8	3	1	17	1
Glyma.01G156000	176	4	18	7	21	8	10	28	3	150	0	13	5	19	2	2	37	3
Glyma.01G156200	2078	14	87	35	80	56	37	168	9	1785	7	51	8	65	24	13	112	10
Glyma.01G156400	78	0	11	5	11	2	3	9	2	78	1	8	3	14	3	1	11	0
Glyma.01G156600	118	2	17	4	10	6	1	14	0	92	1	7	2	10	2	0	9	1
Glyma.01G156800	251	4	18	16	59	21	5	43	9	218	5	9	7	36	5	1	56	5
Glyma.01G157000	209	1	41	6	37	9	4	38	2	203	3	29	6	39	4	3	38	0
Glyma.01G157300	54	1	7	0	3	4	0	13	2	56	3	2	1	5	0	1	2	4
Glyma.01G157400	58	2	12	5	18	1	3	22	0	49	0	2	2	18	5	1	14	2
Glyma.01G157500	149	0	12	5	32	8	4	24	1	110	3	4	4	15	2	1	11	0
Glyma.01G157600	43	1	4	3	11	3	0	0	0	29	4	5	2	6	1	0	4	0
Glyma.01G157800	220	2	30	4	25	17	7	36	1	218	1	29	1	25	2	4	36	6
Glyma.01G157900	69	4	5	3	6	6	2	26	1	67	4	2	2	2	7	1	26	0
Glyma.01G158200	110	4	13	5	11	9	7	15	7	95	3	12	2	11	9	2	9	6
Glyma.01G158300	39	0	5	2	4	4	1	7	1	40	0	2	1	3	1	1	3	2
