RNA_rt3:Cortex	RNA_rt3:Endodermis	RNA_rt3:Epidermis	RNA_rt3:Pericycle	RNA_rt3:Phloem	RNA_rt3:Procambium	RNA_rt3:Root_hair	RNA_rt3:Xylem	RNA_rt4:Cortex	RNA_rt4:Endodermis	RNA_rt4:Epidermis	RNA_rt4:Pericycle	RNA_rt4:Phloem	RNA_rt4:Procambium	RNA_rt4:Root_hair	RNA_rt4:Xylem
Glyma.08G337900	16	3	15	4	0	15	0	0	39	7	25	12	4	23	5	5
Glyma.08G339000	8	3	22	0	0	17	6	2	52	7	51	6	3	31	19	0
Glyma.08G339700	138	5	67	5	3	15	3	1	264	26	128	20	10	38	11	3
Glyma.08G339900	11	3	8	4	2	17	1	0	48	7	19	15	3	62	6	0
Glyma.08G340200	69	5	60	4	2	13	12	0	101	21	82	16	1	53	16	3
Glyma.08G340500	107	16	100	10	7	53	8	2	207	44	145	35	13	106	24	16
Glyma.08G340600	17	1	14	2	0	4	0	3	35	3	24	3	8	8	2	5
Glyma.08G340700	10	1	9	0	0	7	2	3	23	3	17	1	1	7	2	0
Glyma.08G340800	16	4	21	4	0	6	0	1	39	7	40	2	1	9	5	1
Glyma.08G340900	47	7	65	2	1	11	6	2	95	17	104	13	3	37	13	4
Glyma.08G342500	21	7	17	3	0	4	1	0	38	6	29	3	2	15	1	3
Glyma.08G343000	15	5	12	4	10	12	3	3	35	7	14	14	9	16	4	4
Glyma.08G343100	37	1	21	0	9	2	4	4	81	0	24	0	9	12	12	8
Glyma.08G343200	25	5	16	3	0	3	2	1	45	7	29	10	1	19	0	2
Glyma.08G343300	29	3	32	2	1	7	4	3	44	11	49	8	1	16	4	0
Glyma.08G343800	171	16	68	6	11	31	25	16	277	32	100	10	31	83	33	32
Glyma.08G343900	41	7	29	2	2	5	4	1	79	9	49	5	3	18	9	4
Glyma.08G344200	4	1	15	7	6	12	0	9	24	2	31	8	15	41	5	22
Glyma.08G344300	98	0	7	1	0	2	1	2	161	4	15	4	0	12	2	5
Glyma.08G345000	42	2	26	2	2	7	1	6	92	2	46	2	15	25	5	4
Glyma.08G345200	34	10	29	2	2	20	1	0	57	15	43	13	1	19	12	2
Glyma.08G345300	41	4	9	2	1	14	6	4	61	8	21	4	3	28	20	5
Glyma.08G345600	38	6	30	3	0	7	7	1	61	9	54	5	2	13	7	2
Glyma.08G346000	15	3	9	3	2	8	5	2	46	14	29	8	2	6	12	4
Glyma.08G346200	74	10	78	7	3	23	19	3	169	38	126	10	6	51	41	9
Glyma.08G346500	84	10	56	3	6	27	8	6	163	32	87	11	16	56	26	18
Glyma.08G346700	105	14	80	5	2	18	4	0	203	26	139	9	9	64	19	4
Glyma.08G346900	35	4	24	0	0	12	0	0	72	12	38	13	0	21	4	0
Glyma.08G347400	21	9	26	4	2	5	2	1	39	12	37	5	2	9	2	0
Glyma.08G347600	105	18	74	14	4	35	4	1	173	42	132	20	5	68	13	9
Glyma.08G347800	29	6	52	5	2	19	6	2	71	13	86	6	9	38	25	8
Glyma.08G348000	134	17	54	19	2	25	5	2	212	38	89	30	8	50	7	2
Glyma.08G348200	46	1	23	1	1	5	11	6	117	10	51	10	14	10	26	18
Glyma.08G348300	91	6	145	4	4	12	5	0	200	7	231	9	2	35	15	3
Glyma.08G348400	32	9	23	1	0	8	3	1	52	9	56	8	3	20	5	3
Glyma.08G348500	21	9	11	0	1	7	0	0	26	16	24	5	2	26	0	0
Glyma.08G349000	37	4	40	3	3	12	3	0	77	11	77	9	7	27	12	1
Glyma.08G349100	16	1	14	1	1	4	0	0	31	7	13	3	0	8	1	0
Glyma.08G349200	384	10	203	3	4	23	6	2	632	37	393	17	10	74	19	3
Glyma.08G349500	43	3	51	1	1	8	8	3	92	9	86	2	3	23	18	6
Glyma.08G349700	52	6	31	8	3	21	6	2	123	20	61	18	4	69	13	9
Glyma.08G349900	53	4	43	15	3	15	1	0	99	15	61	11	7	46	11	3
Glyma.08G350600	40	0	28	0	5	5	4	5	70	7	39	2	10	27	11	16
Glyma.08G351100	14	2	11	0	0	11	2	0	43	11	16	3	1	12	1	3
Glyma.08G351200	36	7	43	3	5	9	4	1	83	18	73	2	3	21	8	6
Glyma.08G351700	552	26	304	23	36	69	95	26	928	80	510	34	80	179	119	82
Glyma.08G351800	33	4	39	1	0	7	2	0	86	7	67	2	2	12	8	1
Glyma.08G351932	9	5	50	7	0	1	2	1	36	10	73	7	3	10	6	0
Glyma.08G352500	59	2	222	1	3	8	18	0	139	20	406	1	0	40	44	4
Glyma.08G352600	173	23	117	19	8	80	12	3	311	89	223	37	5	151	28	7
Glyma.08G352800	12	7	9	4	0	7	3	0	29	9	35	4	1	14	5	0
Glyma.08G353600	166	22	144	11	9	42	25	6	358	42	226	29	36	125	52	17
Glyma.08G353800	16	1	10	3	0	3	1	1	31	5	11	5	2	4	1	0
Glyma.08G353900	36	5	19	3	2	8	2	7	54	9	28	4	6	24	16	12
Glyma.08G354000	68	4	24	2	5	17	9	17	111	16	39	8	22	31	16	45
Glyma.08G354200	10	2	12	2	4	6	2	2	29	5	23	2	2	17	1	1
Glyma.08G354400	42	4	28	6	1	10	2	0	72	5	58	8	2	18	1	4
Glyma.08G354500	74	7	53	7	1	28	5	0	164	28	100	22	5	43	10	7
Glyma.08G354600	27	3	15	1	0	3	3	0	49	17	37	7	1	16	3	2
Glyma.08G354700	20	3	19	2	1	6	7	2	32	7	28	3	1	10	26	1
Glyma.08G354800	14	2	12	3	3	6	5	1	43	9	23	4	4	20	21	2
Glyma.08G355400	9	2	23	2	2	5	3	10	33	2	39	2	9	11	7	2
Glyma.08G355500	13	2	14	1	1	7	0	0	46	10	41	3	2	11	5	0
Glyma.08G355600	210	14	268	17	13	57	91	9	408	67	351	32	24	127	121	18
Glyma.08G356100	32	5	29	3	3	5	1	0	43	5	46	3	3	13	7	0
Glyma.08G356300	290	26	207	26	3	75	10	1	485	65	351	41	4	129	25	5
Glyma.08G356500	37	10	28	5	3	10	1	0	67	10	46	5	1	33	6	1
Glyma.08G356700	34	3	23	2	1	3	4	0	52	13	41	5	2	19	7	2
Glyma.08G357000	22	0	22	6	1	10	4	0	39	9	31	3	0	12	7	0
Glyma.08G358300	61	7	35	2	3	14	12	1	120	8	79	9	11	25	14	13
Glyma.08G359600	33	4	17	5	1	13	2	0	54	15	34	14	0	23	5	5
Glyma.08G359700	219	35	166	26	5	93	13	3	410	93	263	56	8	194	29	8
Glyma.08G359900	52	13	56	2	3	15	2	1	125	18	72	17	2	39	4	5
Glyma.08G360000	246	38	252	34	4	89	16	4	525	128	418	62	16	265	45	6
Glyma.08G360100	185	14	112	14	12	34	35	7	355	42	232	31	23	82	71	44
Glyma.08G360200	207	7	196	8	7	14	24	3	406	37	375	15	12	63	29	7
Glyma.08G360600	152	24	106	21	3	60	6	1	252	78	178	30	9	121	28	9
Glyma.08G360900	38	2	34	1	0	10	2	0	57	12	45	4	3	14	4	1
Glyma.08G361100	64	8	49	7	0	9	5	0	105	12	91	7	3	25	14	0
Glyma.08G361200	79	7	36	4	1	9	4	0	130	20	57	7	4	26	7	0
Glyma.08G361500	142	36	69	52	14	140	12	5	291	84	117	83	34	340	23	21
Glyma.08G361700	148	17	93	17	9	45	12	1	275	54	204	30	11	104	28	13
Glyma.08G361900	66	9	63	4	1	17	4	1	131	25	93	14	12	43	6	7
Glyma.08G362100	76	10	67	6	1	15	6	2	124	21	92	4	6	63	7	4
Glyma.08G362200	48	5	36	5	1	14	0	0	103	17	76	11	1	54	5	0
Glyma.08G362400	201	22	138	20	7	56	20	2	374	50	222	26	9	135	33	6
Glyma.08G362466	244	26	25	2	3	50	10	8	663	90	98	7	13	118	21	52
Glyma.08G362900	412	66	512	42	13	68	105	8	762	146	827	67	29	222	212	31
Glyma.08G363300	53	4	40	7	1	13	4	4	82	9	74	6	0	26	17	4
Glyma.08G363700	55	6	42	3	3	8	3	1	103	19	75	5	10	34	17	3
Glyma.08G363800	232	12	139	21	12	36	37	8	415	46	204	25	33	83	76	30
Glyma.08G364000	22	5	26	3	4	14	3	1	81	11	33	3	3	25	5	4
Glyma.08G365100	23	3	39	4	2	9	2	3	43	5	66	0	5	18	6	3
Glyma.08G365500	58	13	30	14	8	24	4	0	121	27	50	16	9	51	4	8
Glyma.08G366100	33	3	37	3	0	9	4	1	49	4	36	2	1	21	12	1
Glyma.08G367100	34	7	50	3	1	4	1	1	77	13	75	7	6	15	6	0
Glyma.08G367700	46	8	45	4	1	14	1	0	82	15	73	12	3	58	2	3
Glyma.08G368201	26	4	30	0	0	4	1	0	60	9	41	5	0	12	3	4
Glyma.09G000100	30	5	29	2	2	8	1	0	43	11	73	6	2	18	5	0
Glyma.09G000400	25	7	25	5	1	15	0	0	65	14	41	8	3	24	6	1
Glyma.09G000500	74	7	78	8	5	19	10	0	148	29	120	12	17	67	24	4
Glyma.09G000700	35	10	41	1	0	13	8	1	81	8	63	12	1	37	11	7
Glyma.09G001100	16	1	14	2	0	4	3	0	18	6	21	3	1	9	6	0
Glyma.09G001400	232	15	186	17	3	54	17	1	402	46	351	34	13	132	34	14
Glyma.09G001900	88	12	67	15	1	23	5	2	138	31	100	12	6	83	12	2
Glyma.09G002100	360	50	297	46	8	105	21	2	604	110	463	75	21	245	68	20
Glyma.09G002300	268	31	200	27	4	68	28	2	479	100	332	53	3	154	43	9
Glyma.09G002400	129	28	114	11	3	37	15	4	257	35	188	22	6	82	25	6
Glyma.09G002500	83	16	55	16	0	26	4	0	137	29	73	20	5	78	13	3
Glyma.09G002600	129	4	85	5	2	19	4	0	181	18	149	20	5	35	10	1
Glyma.09G002700	61	12	53	5	5	22	3	5	130	32	73	11	8	58	9	1
Glyma.09G003300	87	19	39	3	1	21	11	1	182	40	93	10	6	44	16	5
Glyma.09G003500	43	13	34	6	0	15	4	0	87	19	76	14	2	39	5	3
Glyma.09G003900	25	2	31	7	0	7	8	0	66	12	47	5	4	6	11	1
Glyma.09G004400	147	34	121	7	8	31	37	1	351	100	255	24	10	92	77	10
Glyma.09G005200	50	3	20	3	3	8	3	0	94	10	28	7	4	24	1	1
Glyma.09G005700	261	21	212	5	2	22	15	0	475	40	372	17	6	71	57	7
Glyma.09G006600	84	20	43	4	7	33	30	1	167	51	79	26	6	73	38	1
Glyma.09G007100	31	3	20	0	1	5	2	1	40	9	38	1	1	9	1	1
Glyma.09G007300	17	2	16	0	0	7	2	3	35	7	16	2	1	12	3	0
Glyma.09G007600	26	5	29	1	0	10	1	1	67	15	31	6	4	27	5	5
Glyma.09G007700	23	5	21	4	3	15	1	1	43	6	36	6	4	40	5	2
Glyma.09G008400	28	40	13	5	7	10	1	0	60	80	48	7	11	34	8	5
Glyma.09G008500	129	13	64	6	3	23	10	1	230	41	136	12	4	64	15	2
Glyma.09G008800	62	8	42	2	2	5	4	0	139	11	64	4	1	20	10	1
Glyma.09G009200	37	2	20	0	3	4	5	2	27	13	35	2	3	7	6	3
Glyma.09G009300	45	2	13	4	1	4	2	5	85	10	32	4	12	10	9	6
Glyma.09G009400	30	2	27	1	1	3	7	0	47	10	41	3	6	10	8	1
Glyma.09G009900	50	7	28	4	3	25	4	1	84	17	44	12	9	45	7	1
Glyma.09G010000	68	15	48	6	7	23	3	3	165	36	97	13	23	58	13	16
Glyma.09G010500	3789	102	893	124	115	372	135	68	7048	344	1778	318	212	1086	248	187
Glyma.09G010600	55	10	58	4	2	11	1	1	126	12	104	17	4	35	10	1
Glyma.09G010700	362	21	254	20	7	40	36	0	706	55	501	33	14	82	53	15
Glyma.09G011000	115	23	71	12	2	29	4	4	219	54	129	27	9	61	14	8
Glyma.09G011200	451	75	231	32	24	129	81	9	805	249	356	77	41	302	148	22
Glyma.09G011300	41	5	30	8	2	10	4	0	60	20	26	3	0	29	5	1
Glyma.09G011800	77	15	61	8	2	14	27	0	149	21	120	10	3	17	41	1
Glyma.09G011900	48	1	25	1	2	6	7	9	110	11	38	5	10	11	12	7
Glyma.09G014500	18	2	16	0	1	5	3	0	31	3	38	1	1	5	3	1
Glyma.09G014600	144	33	143	20	8	55	12	2	343	73	278	33	7	141	29	8
Glyma.09G014700	102	6	40	15	9	36	14	1	233	21	89	25	6	86	29	2
Glyma.09G014800	31	5	22	1	0	8	2	1	60	11	32	8	3	19	6	1
Glyma.09G015100	24	5	20	5	1	9	1	0	50	8	26	6	2	28	1	1
Glyma.09G015400	72	7	57	10	2	20	5	0	136	15	95	15	11	58	13	7
Glyma.09G015500	25	5	16	3	2	11	3	0	52	3	30	5	1	14	6	5
Glyma.09G015600	33	3	14	4	1	29	4	3	66	16	23	5	7	27	5	9
Glyma.09G015700	67	10	69	9	0	11	3	2	135	27	107	9	3	20	11	4
Glyma.09G015800	19	2	14	3	0	2	0	0	29	9	18	3	1	8	5	1
Glyma.09G016200	18	4	9	4	1	4	1	1	40	12	19	10	5	13	3	0
Glyma.09G016500	57	10	27	2	2	2	4	2	85	16	28	1	0	8	3	0
Glyma.09G016700	64	1	36	6	6	6	9	7	137	11	87	7	8	29	22	6
Glyma.09G016800	200	37	119	10	3	36	9	1	366	81	221	34	16	107	21	5
Glyma.09G017000	96	50	73	14	0	11	13	0	168	109	123	28	8	45	15	3
Glyma.09G017300	46	8	18	8	6	11	2	0	76	12	55	9	9	29	6	1
Glyma.09G017400	65	14	74	8	3	15	8	3	145	17	90	17	10	36	13	1
Glyma.09G017700	44	10	38	3	1	11	1	0	81	22	55	10	5	31	7	2
Glyma.09G018000	59	10	57	6	1	24	6	0	98	23	70	16	5	59	10	2
Glyma.09G018200	99	13	75	6	4	22	11	0	182	36	116	20	3	83	16	7
Glyma.09G018300	135	28	78	18	6	56	12	1	248	41	158	37	11	124	27	6
Glyma.09G018400	28	2	45	1	1	4	11	1	49	9	92	3	0	9	24	5
Glyma.09G018500	41	3	23	4	4	11	3	1	86	12	20	11	7	43	5	11
Glyma.09G018700	20	2	19	1	1	8	2	0	42	7	31	6	1	27	5	3
Glyma.09G019100	20	6	24	4	3	1	1	2	66	15	58	4	2	21	1	3
Glyma.09G019200	222	21	128	17	13	37	41	23	431	65	243	30	48	126	81	43
Glyma.09G019500	43	5	28	3	2	6	5	6	77	10	37	2	4	23	15	7
Glyma.09G019602	23	7	14	5	2	11	1	0	52	13	28	7	3	32	8	0
Glyma.09G019700	54	8	53	1	11	22	11	2	119	19	79	10	21	51	14	2
Glyma.09G019800	172	12	77	4	18	19	13	3	283	25	151	13	53	58	26	24
Glyma.09G019900	117	8	200	19	4	35	14	3	273	24	347	27	14	85	30	7
Glyma.09G020000	45	10	49	4	1	16	2	1	98	32	91	13	2	46	2	2
Glyma.09G020500	41	11	27	10	2	15	5	1	86	23	47	14	6	41	4	2
Glyma.09G020700	34	3	17	5	1	10	2	1	53	9	35	6	1	27	3	1
Glyma.09G020800	157	31	192	15	7	37	25	3	360	60	332	31	17	102	38	10
Glyma.09G020900	34	3	38	3	0	9	1	0	52	5	45	1	0	19	5	0
Glyma.09G021000	42	7	32	3	1	6	1	0	63	17	47	5	1	22	7	4
Glyma.09G021200	70	10	65	8	2	26	3	0	184	39	106	14	4	70	15	5
Glyma.09G021400	61	14	60	14	1	21	5	1	150	28	105	14	10	62	16	1
Glyma.09G022100	44	3	24	0	1	4	4	0	58	7	35	3	2	7	6	2
Glyma.09G022200	38	4	39	2	1	11	4	2	75	12	63	10	4	38	4	5
Glyma.09G022400	289	7	301	12	0	30	19	9	442	30	525	33	12	58	31	14
Glyma.09G023200	236	45	205	21	3	73	22	0	432	107	368	54	9	226	37	12
Glyma.09G023300	21	3	35	3	2	5	1	0	59	12	62	6	6	19	13	2
Glyma.09G023400	12	4	11	1	2	11	4	0	40	7	37	6	0	21	15	4
Glyma.09G023700	11	1	15	0	1	1	4	11	25	0	12	1	6	9	8	12
Glyma.09G023800	36	9	40	4	6	23	1	1	57	16	32	13	5	19	13	1
Glyma.09G024000	137	3	76	8	11	36	23	23	241	34	123	9	51	86	36	54
Glyma.09G024100	39	5	42	4	2	11	6	0	97	15	77	8	4	20	5	2
Glyma.09G024400	43	10	53	4	0	13	10	2	84	19	83	6	7	27	24	1
Glyma.09G024600	36	7	46	2	1	13	4	1	67	18	54	16	3	26	7	6
Glyma.09G024800	148	17	103	16	2	64	9	3	274	62	189	39	10	149	20	10
Glyma.09G025000	118	10	84	13	2	26	10	0	272	57	144	21	6	84	19	3
Glyma.09G025100	359	8	239	15	8	50	14	1	609	45	339	34	11	109	23	8
Glyma.09G025300	23	11	10	9	0	21	1	0	44	15	25	10	3	45	4	1
Glyma.09G025600	51	5	26	4	2	15	3	1	71	11	61	9	0	29	8	2
Glyma.09G025700	47	10	46	3	1	17	8	1	100	9	64	5	3	26	16	3
Glyma.09G026100	15	2	18	1	1	4	4	2	49	4	22	6	4	12	5	5
Glyma.09G026200	21	1	14	3	1	10	6	0	49	10	20	2	1	28	2	1
Glyma.09G027900	109	2	56	3	0	6	9	0	224	3	87	5	5	43	11	2
Glyma.09G028600	26	2	17	2	0	11	1	0	58	6	28	6	2	19	9	2
Glyma.09G028800	16	3	15	9	0	12	2	0	43	8	31	4	0	14	5	0
Glyma.09G029300	42	2	33	8	0	8	3	0	83	10	57	6	6	32	9	0
Glyma.09G030000	25	2	19	1	1	9	0	5	47	12	33	4	6	27	9	8
Glyma.09G030100	33	3	17	1	0	5	4	4	71	17	38	10	2	26	5	5
Glyma.09G030300	474	86	294	54	22	76	22	3	870	171	527	76	44	261	62	31
Glyma.09G030400	49	5	23	4	7	12	5	2	84	14	48	13	6	30	8	6
Glyma.09G031100	108	17	76	19	1	41	10	0	187	46	130	20	2	82	21	6
Glyma.09G031200	31	6	25	1	0	7	0	0	44	11	29	8	1	19	3	3
Glyma.09G031700	20	4	17	1	1	9	4	1	52	6	23	6	1	13	7	0
Glyma.09G031800	14	2	14	1	1	4	2	1	24	4	22	8	3	17	1	2
Glyma.09G031900	102	24	93	11	0	33	6	1	226	35	149	22	5	88	17	5
Glyma.09G032100	174	7	128	3	4	11	8	0	321	10	208	14	7	69	18	3
Glyma.09G032600	58	3	76	2	1	5	7	1	112	14	161	6	1	27	22	3
Glyma.09G032800	48	6	39	5	2	23	3	2	95	21	86	14	4	39	8	1
Glyma.09G033400	36	7	28	6	3	7	4	1	68	13	55	5	7	30	12	8
Glyma.09G033800	20	1	15	0	0	3	0	0	41	2	30	3	0	12	6	2
Glyma.09G034400	48	7	46	5	1	12	7	1	101	14	71	6	7	21	11	2
Glyma.09G034500	31	13	30	9	8	16	8	1	72	16	65	21	13	43	19	5
Glyma.09G034800	16	2	16	5	6	6	3	3	35	7	27	10	3	17	4	2
Glyma.09G035400	90	9	73	5	1	23	5	0	193	20	114	13	5	54	21	2
Glyma.09G035500	25	5	29	5	0	16	2	0	66	14	49	7	5	33	5	1
Glyma.09G035600	98	33	172	10	1	49	11	3	249	57	245	26	15	146	31	17
Glyma.09G036000	30	6	9	6	1	12	1	0	43	26	22	8	0	36	5	2
Glyma.09G036300	11	3	12	3	1	5	2	2	32	9	31	6	4	12	6	2
Glyma.09G037300	80	11	65	14	0	30	7	0	124	44	93	14	3	87	15	4
Glyma.09G037400	16	0	10	0	4	2	2	6	26	2	17	1	3	13	3	1
Glyma.09G037900	146	26	100	25	2	39	6	0	218	54	161	27	5	110	11	3
Glyma.09G038200	16	2	11	2	0	4	1	3	30	6	23	3	1	5	12	0
Glyma.09G038300	123	19	88	10	2	35	13	1	280	47	146	31	10	74	22	5
Glyma.09G038600	156	8	28	22	11	75	8	0	312	16	51	46	32	225	15	2
Glyma.09G039600	134	13	98	8	5	27	17	2	268	45	160	25	9	56	31	5
Glyma.09G040000	34	4	34	2	1	9	3	0	54	14	71	16	0	21	2	2
Glyma.09G040100	73	5	57	2	3	8	18	11	170	22	102	13	14	40	35	19
Glyma.09G040200	26	3	14	2	2	7	0	0	45	13	23	3	7	13	1	4
Glyma.09G040700	51	10	34	6	0	17	6	0	83	29	58	16	4	29	9	0
Glyma.09G041000	22	4	12	2	1	8	4	0	31	14	17	3	1	13	0	0
Glyma.09G041200	21	7	15	10	1	11	8	1	86	16	42	33	4	33	7	1
Glyma.09G041400	134	20	93	9	2	38	6	0	230	37	178	19	12	72	33	0
Glyma.09G041500	523	23	321	18	13	63	56	6	1010	53	623	48	51	193	82	30
Glyma.09G042000	136	16	73	11	2	46	7	2	238	36	122	18	14	104	20	3
Glyma.09G042400	125	24	73	20	16	37	33	4	201	30	98	30	33	109	37	10
Glyma.09G042500	13	4	8	5	0	9	8	1	33	14	18	16	6	41	8	5
Glyma.09G043000	26	5	12	3	2	8	2	3	53	9	21	10	6	18	2	5
Glyma.09G043100	32	7	14	3	0	11	0	1	52	5	33	5	8	20	6	4
Glyma.09G043800	44	4	35	6	2	12	3	3	74	19	47	5	5	25	9	4
Glyma.09G044000	90	19	89	15	2	21	6	0	143	39	147	13	1	61	12	3
Glyma.09G044200	1545	66	625	39	297	105	194	140	2045	147	923	64	641	378	286	369
Glyma.09G044300	23	2	7	2	0	11	2	0	40	8	20	8	1	30	0	3
Glyma.09G044400	23	6	18	3	3	12	4	0	48	11	37	12	1	23	4	0
Glyma.09G044500	102	20	72	7	2	23	16	2	176	38	125	7	3	64	26	8
Glyma.09G044700	59	18	27	10	1	24	4	1	105	37	50	12	5	69	9	8
Glyma.09G044800	42	9	30	5	1	24	16	2	60	11	42	13	2	19	31	5
Glyma.09G045000	167	1	45	3	18	12	22	30	239	15	89	10	48	44	51	65
Glyma.09G045700	141	16	69	24	35	42	92	7	213	33	116	42	57	81	128	15
Glyma.09G045800	20	6	22	1	0	6	6	0	46	6	30	3	5	14	15	0
Glyma.09G046300	68	9	38	11	2	20	0	0	128	24	73	9	1	63	12	5
Glyma.09G046500	106	16	108	9	1	30	13	0	234	38	167	21	9	96	22	9
Glyma.09G046800	140	27	129	19	1	43	18	0	291	57	216	21	7	111	27	11
Glyma.09G046900	29	4	23	4	0	7	1	0	61	12	52	3	0	28	2	0
Glyma.09G047200	275	32	109	17	9	22	12	3	620	72	227	35	16	112	33	15
Glyma.09G047900	22	5	2	1	1	19	2	1	30	3	10	3	1	60	2	8
Glyma.09G049100	322	7	530	4	1	25	77	4	734	44	821	19	12	103	148	18
Glyma.09G049700	95	1	134	3	1	12	18	1	155	16	210	8	1	60	35	13
Glyma.09G049900	116	18	109	2	3	16	6	0	216	18	164	8	1	51	8	1
Glyma.09G050800	21	3	3	17	1	33	1	2	57	10	31	24	4	90	4	4
Glyma.09G051200	72	23	34	8	3	38	4	1	145	32	55	31	8	91	6	1
Glyma.09G051800	32	9	33	4	1	7	2	1	63	15	39	8	6	12	3	3
Glyma.09G052000	76	3	69	8	1	5	7	1	124	10	112	7	2	27	20	2
Glyma.09G052100	33	3	17	1	1	6	7	13	67	7	32	0	7	23	14	19
Glyma.09G052200	118	22	110	14	3	39	6	3	261	63	171	34	4	102	16	2
Glyma.09G052500	59	12	47	3	17	10	9	5	159	27	85	10	24	33	22	9
Glyma.09G052600	40	9	41	4	0	11	5	1	103	10	73	11	6	28	8	2
Glyma.09G052700	150	23	187	21	3	26	9	5	322	49	313	29	7	79	13	5
Glyma.09G054200	121	12	41	16	7	33	7	0	249	27	85	25	5	103	6	2
Glyma.09G054300	13	2	14	0	1	4	0	0	35	4	11	5	3	8	2	0
Glyma.09G054700	103	65	47	5	10	31	8	7	197	150	92	23	9	92	32	11
Glyma.09G054800	51	11	33	6	5	35	2	0	93	14	69	28	8	72	5	1
Glyma.09G056100	44	6	38	5	2	11	2	0	72	20	72	19	9	44	8	3
Glyma.09G056300	800	48	1891	55	14	94	91	7	1613	119	3157	110	34	388	189	36
Glyma.09G056900	41	1	12	15	7	16	1	1	71	7	35	18	3	26	7	0
Glyma.09G057300	43	9	49	6	1	14	2	2	137	20	94	17	6	49	21	2
Glyma.09G057400	236	28	173	29	7	53	9	3	423	64	301	41	10	187	28	15
Glyma.09G057500	29	8	21	4	0	9	2	1	45	7	50	1	1	15	3	1
Glyma.09G057700	138	27	106	15	3	53	6	2	280	72	195	30	13	163	30	5
Glyma.09G057800	78	11	78	7	3	11	13	5	189	20	138	11	14	33	21	6
Glyma.09G057900	51	7	38	4	1	12	1	3	74	22	63	16	1	38	6	0
Glyma.09G058900	62	5	15	18	1	13	10	2	101	16	16	17	0	48	12	0
Glyma.09G059000	24	10	7	8	1	18	2	0	31	16	23	15	7	32	2	4
Glyma.09G059100	32	9	22	0	0	6	3	1	62	6	48	3	1	19	4	3
Glyma.09G059200	36	5	31	4	0	5	5	0	78	7	47	7	1	21	11	1
Glyma.09G059300	31	4	33	2	1	7	2	2	65	13	54	9	0	26	12	1
Glyma.09G059400	35	5	25	1	1	0	2	0	70	13	56	3	3	13	15	1
Glyma.09G059600	66	1	25	1	11	4	9	9	96	3	41	3	8	11	16	22
Glyma.09G059700	17	4	12	3	0	7	1	1	36	10	16	8	0	15	0	1
Glyma.09G059900	24	8	18	1	0	8	2	0	48	8	22	4	4	14	3	3
Glyma.09G060200	70	8	84	43	2	36	5	1	154	24	179	99	19	120	16	2
Glyma.09G060300	19	7	20	8	0	11	4	0	35	8	25	6	4	22	6	1
Glyma.09G060600	97	17	63	7	1	27	4	1	169	37	100	22	4	73	16	5
Glyma.09G061000	26	6	33	5	1	10	7	2	68	16	31	8	6	35	8	9
Glyma.09G061200	81	20	50	10	14	63	13	1	155	39	119	33	7	159	23	6
Glyma.09G061600	21	3	14	1	4	7	5	0	26	6	21	4	6	20	11	4
Glyma.09G061900	170	37	99	24	8	114	20	2	329	96	154	65	20	288	47	6
Glyma.09G062200	36	5	36	2	2	5	16	2	96	5	86	6	5	24	36	3
Glyma.09G062300	23	1	17	1	3	5	5	2	42	4	30	4	3	5	8	2
Glyma.09G062900	569	148	64	24	13	107	14	2	1105	275	135	61	66	246	50	16
Glyma.09G063100	99	15	69	8	2	24	5	0	205	33	119	13	10	81	14	6
Glyma.09G063200	53	6	63	7	1	25	3	2	107	19	88	10	5	40	6	0
Glyma.09G063400	35	6	23	0	2	1	2	0	57	12	32	8	9	19	4	2
Glyma.09G064000	24	6	23	2	1	8	2	0	63	9	38	10	2	38	1	0
Glyma.09G064400	71	11	58	6	4	19	9	6	139	17	66	10	4	43	17	4
Glyma.09G064600	28	1	13	0	0	0	1	0	71	2	13	0	2	6	1	0
Glyma.09G065000	652	121	269	54	38	178	37	0	1226	293	478	123	61	433	76	30
Glyma.09G065200	82	9	44	5	2	26	3	1	105	14	102	17	10	39	13	2
Glyma.09G065300	93	19	132	21	1	32	103	5	220	40	207	16	6	62	172	5
Glyma.09G065500	46	8	53	4	0	13	8	1	113	11	65	7	9	38	20	5
Glyma.09G065600	46	6	38	3	3	7	3	4	69	14	64	13	4	27	21	9
Glyma.09G065700	29	3	26	2	3	12	4	0	52	6	35	6	0	21	10	3
Glyma.09G066000	22	5	11	3	0	5	2	0	41	5	36	4	2	21	2	1
Glyma.09G066400	182	25	156	11	4	61	27	2	334	55	283	29	11	173	51	16
Glyma.09G066500	31	1	53	2	0	3	4	0	43	9	68	6	0	10	5	0
Glyma.09G066700	35	6	52	4	1	8	7	1	67	8	71	8	4	27	11	0
Glyma.09G067000	28	1	9	0	0	4	1	0	51	3	17	2	1	21	6	0
Glyma.09G067200	17	7	16	4	2	5	4	1	54	16	31	2	1	10	3	2
Glyma.09G067900	38	6	20	0	0	1	0	1	64	4	50	1	2	1	6	0
Glyma.09G068000	176	26	130	25	9	50	51	2	329	79	203	44	11	157	80	5
Glyma.09G068100	35	10	56	15	3	51	1	1	59	15	76	30	14	126	4	8
Glyma.09G068400	39	6	54	12	5	14	1	0	71	12	81	15	8	27	4	0
Glyma.09G068500	19	3	5	1	3	3	2	2	31	1	15	8	2	11	2	1
